net,rep,rhat_sigma,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
4,2,2.4815266,0.6808403,0.00020295421,0.021220159151193633,0.050397877984084884,0.10344827586206896,0.14058355437665782
