net,rep,rhat_sigma,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
3,2,1.4766954,0.66772604,0.00020028833,0.022546419098143235,0.05305039787798409,0.10742705570291777,0.14588859416445624
