net,rep,rhat_sigma,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
3,1,1.1706542,0.6741066,0.00020488873,0.023872679045092837,0.050397877984084884,0.11273209549071618,0.14588859416445624
