observed,target
0.002652519893899204,0.01
0.005305039787798408,0.02
0.010610079575596816,0.03
0.011936339522546418,0.04
0.01989389920424403,0.05
0.029177718832891247,0.06
0.04376657824933687,0.07
0.054376657824933686,0.08
0.05702917771883289,0.09
0.06896551724137931,0.1
0.08090185676392574,0.11
0.08355437665782493,0.12
0.09283819628647215,0.13
0.10875331564986737,0.14
0.1286472148541114,0.15
0.13925729442970822,0.16
0.14721485411140584,0.17
0.16180371352785147,0.18
0.17506631299734748,0.19
0.1843501326259947,0.2
0.19363395225464192,0.21
0.20424403183023873,0.22
0.21750663129973474,0.23
0.23342175066312998,0.24
0.2440318302387268,0.25
0.2506631299734748,0.26
0.27055702917771884,0.27
0.29045092838196285,0.28
0.3090185676392573,0.29
0.32360742705570295,0.3
0.32891246684350134,0.31
0.34350132625994695,0.32
0.3541114058355438,0.33
0.3793103448275862,0.34
0.3912466843501326,0.35
0.40318302387267907,0.36
0.41379310344827586,0.37
0.4244031830238727,0.38
0.4442970822281167,0.39
0.4509283819628647,0.4
0.45755968169761274,0.41
0.4708222811671088,0.42
0.48143236074270557,0.43
0.4946949602122016,0.44
0.506631299734748,0.45
0.513262599469496,0.46
0.5251989389920424,0.47
0.5371352785145889,0.48
0.5424403183023873,0.49
0.5583554376657824,0.5
0.5742705570291777,0.51
0.5875331564986738,0.52
0.5928381962864722,0.53
0.603448275862069,0.54
0.6087533156498673,0.55
0.6193633952254642,0.56
0.6286472148541115,0.57
0.6392572944297082,0.58
0.6511936339522546,0.59
0.6591511936339522,0.6
0.6710875331564987,0.61
0.6777188328912467,0.62
0.6856763925729443,0.63
0.6949602122015915,0.64
0.7055702917771883,0.65
0.7161803713527851,0.66
0.7254641909814323,0.67
0.73342175066313,0.68
0.7413793103448276,0.69
0.7480106100795756,0.7
0.7519893899204244,0.71
0.7639257294429708,0.72
0.7705570291777188,0.73
0.7758620689655172,0.74
0.7851458885941645,0.75
0.7957559681697612,0.76
0.7984084880636605,0.77
0.8037135278514589,0.78
0.8129973474801061,0.79
0.8262599469496021,0.8
0.830238726790451,0.81
0.8395225464190982,0.82
0.850132625994695,0.83
0.8567639257294429,0.84
0.870026525198939,0.85
0.883289124668435,0.86
0.8992042440318302,0.87
0.9084880636604774,0.88
0.9137931034482759,0.89
0.9204244031830239,0.9
0.9283819628647215,0.91
0.9416445623342176,0.92
0.946949602122016,0.93
0.9482758620689655,0.94
0.9615384615384616,0.95
0.9655172413793104,0.96
0.9694960212201591,0.97
0.980106100795756,0.98
0.9893899204244032,0.99
1.0,1.0
