intercept,daily,monthly,weekly
-0.9512106,0.32988566,0.20778266,0.3635197
-0.9377966,0.27251798,0.2455159,0.38289532
-0.9506912,0.28997326,0.233025,0.37923265
-0.962005,0.31012446,0.22051378,0.37311104
-0.9628347,0.30554682,0.2218593,0.3758027
-0.9568078,0.27568528,0.25264,0.3861199
-0.94811696,0.25977817,0.25366843,0.3918629
-0.95761836,0.2803462,0.23759286,0.38698092
-0.93967044,0.23404121,0.27307376,0.40089893
-0.9405556,0.23441513,0.27461192,0.4017993
-0.9348427,0.23000255,0.27955538,0.40266842
-0.9405716,0.24357434,0.26277047,0.3997727
-0.93749446,0.23839708,0.26912466,0.40133768
-0.9365056,0.23947024,0.2683066,0.4011045
-0.94542086,0.26683673,0.24845782,0.39263073
-0.9305577,0.23149905,0.27182186,0.40420595
-0.93120825,0.24021144,0.26944375,0.39959273
-0.9420233,0.26255098,0.25548366,0.39346284
-0.9428684,0.26984924,0.2493647,0.39138606
-0.94658864,0.28017443,0.24082391,0.38840902
-0.9408706,0.27382156,0.24738975,0.3894336
-0.9348194,0.25946113,0.25887513,0.39322513
-0.9367509,0.2658385,0.25431925,0.39157113
-0.9490503,0.29352337,0.24688283,0.3825921
-0.93356884,0.2618943,0.26293802,0.39212844
-0.9260437,0.2563731,0.26246324,0.3928923
-0.93269265,0.27366164,0.2556375,0.38671649
-0.9272245,0.26684543,0.25876644,0.38843185
-0.9233306,0.2658162,0.26121143,0.38780162
-0.9357341,0.2986092,0.23642905,0.37801376
-0.91756725,0.25879827,0.26591846,0.38886303
-0.9175493,0.25927806,0.2687123,0.38870272
-0.9194687,0.2665116,0.26335534,0.38644996
-0.9275297,0.28818846,0.24464452,0.3802324
-0.92359173,0.2820127,0.2540129,0.38108188
-0.92147195,0.27944097,0.25651872,0.3817593
-0.9135507,0.2711397,0.2606819,0.38333362
-0.91401136,0.27482757,0.2579244,0.38186535
-0.9166835,0.28781065,0.24855275,0.37732765
-0.9191106,0.298676,0.24243224,0.37319463
-0.92048293,0.3091299,0.23628879,0.36916268
-0.92638695,0.3265676,0.22207002,0.36406103
-0.9218351,0.3175879,0.23343599,0.365753
-0.9103545,0.2929638,0.25084263,0.3728533
-0.90972775,0.29669297,0.24571916,0.37143657
-0.92328817,0.33266908,0.21935752,0.3601564
-0.91873425,0.31547496,0.2378118,0.36508998
-0.91321766,0.3036344,0.2475363,0.36866456
-0.9160738,0.31364942,0.23944137,0.3652781
-0.9023763,0.2873201,0.25778884,0.37214518
-0.917937,0.33048862,0.22526848,0.3592375
-0.9169548,0.336165,0.21890199,0.35721895
-0.9031032,0.30680552,0.24568796,0.3644745
-0.907366,0.31909907,0.23053892,0.36156106
-0.90197295,0.30172274,0.2500195,0.36676776
-0.89626455,0.29513824,0.2533265,0.36694434
-0.911945,0.33881405,0.22371764,0.35254416
-0.9115025,0.34331867,0.22133437,0.35032707
-0.9004923,0.32179317,0.24407539,0.35538515
-0.9136068,0.3642782,0.21303768,0.34165972
-0.9044739,0.3496522,0.23512164,0.34429157
-0.90216845,0.35912466,0.22020724,0.3407037
-0.90554965,0.37540856,0.20650037,0.33552802
-0.89826524,0.3663833,0.22412738,0.33596152
-0.8998111,0.38069582,0.20728357,0.33130285
-0.9015045,0.3941793,0.19684792,0.32614008
-0.8945638,0.38370907,0.20751849,0.32833558
-0.89759636,0.39745745,0.19804561,0.32352668
-0.89407873,0.39347023,0.20811939,0.3236199
-0.8942622,0.40023074,0.1984808,0.3214884
-0.8999392,0.41959104,0.1864284,0.3150126
-0.8908075,0.40609002,0.193875,0.31850943
-0.9011427,0.4346765,0.17981103,0.3086531
-0.8944768,0.42518005,0.18202882,0.31115985
-0.8896407,0.41750908,0.1909981,0.3126194
-0.8870034,0.4182338,0.18926558,0.311724
-0.8950691,0.43757,0.1707917,0.30747908
-0.8866924,0.42415944,0.18860614,0.3086793
-0.9030258,0.45881018,0.14874196,0.30287337
-0.89295894,0.44061327,0.1772151,0.30306485
-0.8970149,0.44563437,0.16069505,0.30497757
-0.89624214,0.4433325,0.16702867,0.30328152
-0.8899854,0.4234067,0.17638724,0.31149033
-0.9101758,0.46846622,0.15659717,0.29528242
-0.8974223,0.4361404,0.17654197,0.30513588
-0.9093773,0.4630211,0.15940826,0.2971257
-0.90327376,0.44670933,0.16692781,0.3026511
-0.91765577,0.47790465,0.14775184,0.29336756
-0.91524345,0.47059497,0.15230298,0.29618376
-0.8999051,0.43415532,0.17673798,0.30711442
-0.8965767,0.42335206,0.17764995,0.31213444
-0.9088853,0.45350656,0.1615016,0.3016028
-0.90041953,0.433062,0.17532456,0.30773067
-0.90457696,0.44092494,0.16599047,0.30661544
-0.9220756,0.4820381,0.13706794,0.29368752
-0.90299255,0.42738,0.17138919,0.3125253
-0.90066254,0.41963744,0.18359642,0.31288823
-0.9107631,0.4396801,0.17347857,0.3071522
-0.9130203,0.44527903,0.1636062,0.3060673
-0.9100602,0.43451858,0.17122957,0.3098145
-0.90084904,0.41031104,0.19213533,0.31726956
-0.9064473,0.42380413,0.18047313,0.3133995
-0.89648426,0.40123543,0.19678319,0.3200372
-0.89708203,0.40429172,0.19386843,0.31911013
-0.89840317,0.40902233,0.19193527,0.31778064
-0.8983,0.40895018,0.1868134,0.31873274
-0.91299045,0.44248658,0.16702525,0.30826813
-0.9130255,0.4446307,0.16378038,0.3077025
-0.89857566,0.41141766,0.19047177,0.31699532
-0.8972675,0.40668005,0.1915783,0.31918153
-0.8996849,0.41298828,0.18877503,0.31681487
-0.8940245,0.40375915,0.19648965,0.31881362
-0.895129,0.4087028,0.1936737,0.31738818
-0.9009615,0.42805725,0.1774625,0.31111377
-0.8948186,0.41504866,0.19151945,0.31458613
-0.9003708,0.43006507,0.18147525,0.30995926
-0.8945425,0.42243838,0.18573797,0.31155488
-0.89756286,0.42992973,0.17955706,0.30933654
-0.90558803,0.4508306,0.16380207,0.30308604
-0.9020053,0.44389707,0.16900325,0.3050341
-0.8859755,0.40610832,0.19967291,0.31572616
-0.8889841,0.41343227,0.19700432,0.31357414
-0.88554394,0.40697312,0.1970487,0.31577712
-0.8839305,0.40455857,0.19925897,0.31626433
-0.8962229,0.4331258,0.17618363,0.3078887
-0.8818784,0.3961818,0.20002678,0.3203089
-0.89406365,0.4264365,0.18209979,0.30995426
-0.90177524,0.44390267,0.16875565,0.30488902
-0.8864986,0.4076547,0.19817674,0.31539744
-0.8863823,0.40476313,0.19508839,0.31695557
-0.9020122,0.4409954,0.17117807,0.30628747
-0.8893446,0.41268435,0.191951,0.314485
-0.90094423,0.44081783,0.17209867,0.30603513
-0.889164,0.39536577,0.1826427,0.3287812
-0.8987217,0.4081475,0.1642735,0.3283446
-0.91312724,0.46272412,0.15698811,0.2992345
-0.90343887,0.42960638,0.16967762,0.31168237
-0.9190092,0.46095195,0.1625633,0.30057177
-0.9142607,0.44929034,0.16134119,0.30519107
-0.90420485,0.42330766,0.18030778,0.3122148
-0.9103912,0.420954,0.16302685,0.31915444
-0.91207534,0.43313676,0.16768484,0.31042162
-0.934964,0.4789411,0.14257531,0.29595795
-0.9188982,0.43736285,0.16693044,0.3098125
-0.9348382,0.47299385,0.14643545,0.29945692
-0.9251788,0.44874936,0.16171572,0.30709067
-0.92247546,0.44184428,0.1693153,0.30939838
-0.9038416,0.39989227,0.1932178,0.32219043
-0.90677863,0.36738127,0.17180316,0.3498953
-0.9132198,0.41438293,0.18059531,0.31824753
-0.90633184,0.39381734,0.19883327,0.32431486
-0.9217353,0.42977062,0.16890101,0.31403273
-0.9192688,0.42162353,0.17751119,0.31684986
-0.90247804,0.3829443,0.20016101,0.32931787
-0.9218507,0.43116802,0.17442171,0.31392854
-0.89864653,0.38355556,0.20979702,0.3270876
-0.9139698,0.42217383,0.1783963,0.31621104
-0.90627253,0.40862474,0.18699944,0.32026768
-0.90445644,0.40641886,0.1865948,0.32140303
-0.8945465,0.38628477,0.20754316,0.32627115
-0.887883,0.36765158,0.2167743,0.33287486
-0.8925241,0.3838478,0.20813546,0.32673553
-0.90327233,0.4104205,0.18999645,0.31881964
-0.90464413,0.41516528,0.18329878,0.31782925
-0.9114941,0.43086806,0.18128386,0.3124483
-0.9074594,0.4236129,0.17530565,0.31567103
-0.89156854,0.38188344,0.21751621,0.32679078
-0.89866954,0.39530748,0.19067602,0.32657534
-0.9071722,0.42152485,0.18155284,0.31503326
-0.9089347,0.4234415,0.17719957,0.31514603
-0.9047961,0.40923136,0.18185525,0.32177472
-0.9044345,0.40885776,0.18892157,0.3198518
-0.88893974,0.3689009,0.21194486,0.3333735
-0.909939,0.4196667,0.17984343,0.31654185
-0.91044694,0.41372734,0.18611415,0.31890947
-0.8985198,0.38230816,0.2062608,0.32927483
-0.8998356,0.3821978,0.2015697,0.3299982
-0.9123758,0.40542716,0.19687894,0.3220672
-0.91374385,0.41043353,0.18288696,0.32132813
-0.9150711,0.41077337,0.18493667,0.32160184
-0.9186899,0.41093367,0.18932505,0.3221313
-0.9022547,0.37180677,0.21551585,0.3338871
-0.91357327,0.39737168,0.20368354,0.32605168
-0.90545356,0.37990457,0.21083073,0.33164114
-0.90779656,0.38807327,0.19772968,0.32983422
-0.898492,0.3647133,0.22111121,0.33647603
-0.905635,0.3836658,0.20283704,0.33133382
-0.8956704,0.35947457,0.22040084,0.33829564
-0.9044259,0.38119602,0.20936492,0.331617
-0.8964446,0.3613777,0.22330722,0.3375247
-0.8903858,0.35268158,0.22689708,0.34012598
-0.900606,0.37688944,0.20797603,0.33314615
-0.8910614,0.35896528,0.22480257,0.3376202
-0.8907444,0.35879174,0.21890584,0.33895457
-0.9007555,0.38647395,0.20403714,0.32892424
-0.8956649,0.37948734,0.21309575,0.3300574
-0.90172875,0.39706928,0.20244417,0.32451347
-0.89967835,0.3997776,0.19517997,0.32352027
-0.894557,0.39194965,0.20065685,0.32549337
-0.88007563,0.36567518,0.22368602,0.33148524
-0.89481527,0.4070757,0.19467553,0.31856057
-0.89078844,0.40422493,0.19777563,0.31854314
-0.8909696,0.40699887,0.20339921,0.31654063
-0.8829323,0.39353618,0.21062684,0.32000107
-0.8981584,0.43356475,0.17796917,0.30843577
-0.88451844,0.40074086,0.1988894,0.31900832
-0.8935572,0.4299046,0.18250199,0.3078575
-0.8978299,0.44387358,0.175612,0.30306488
-0.8913232,0.43594998,0.181438,0.30462232
-0.8970032,0.45595258,0.16827562,0.29800552
-0.8786377,0.41742,0.20087962,0.30829808
-0.89421904,0.45804518,0.16438937,0.2967032
-0.896496,0.46439877,0.17358418,0.29284737
-0.89550745,0.46537638,0.16684067,0.29272765
-0.883509,0.44083017,0.18355143,0.29966837
-0.8984637,0.47687483,0.1548998,0.28935698
-0.89754677,0.4776798,0.15182161,0.2888237
-0.89807063,0.4789537,0.15551257,0.28804308
-0.89260656,0.45584297,0.15120336,0.3018367
-0.89618796,0.4750599,0.16008167,0.28870577
-0.89892817,0.48476544,0.15174112,0.2857807
-0.90539473,0.50132406,0.13818762,0.28104302
-0.8966735,0.481589,0.15347302,0.28639928
-0.89261353,0.47576648,0.15379913,0.2884578
-0.89345187,0.47815114,0.15749307,0.2866748
-0.88660574,0.46458054,0.1657615,0.2906497
-0.88950855,0.47300595,0.16588247,0.28728867
-0.8847154,0.4680676,0.16371453,0.28858435
-0.882489,0.46489653,0.17078479,0.28869277
-0.88482267,0.47369403,0.16004118,0.28618398
-0.8725217,0.4473614,0.17992687,0.29370007
-0.8833129,0.4764374,0.16312997,0.2841734
-0.8931409,0.50297934,0.142435,0.27635935
-0.88630104,0.49141645,0.14967446,0.2791186
-0.8895712,0.50207853,0.14250024,0.27564517
-0.8744768,0.470337,0.16494913,0.2848732
-0.88462937,0.4826458,0.13935718,0.2881134
-0.8869206,0.501309,0.15283847,0.27354056
-0.8840561,0.4977805,0.14853232,0.2749926
-0.894389,0.51457345,0.12386398,0.274015
-0.8905228,0.50829256,0.13564329,0.27289328
-0.91578007,0.5660567,0.09359743,0.25585896
-0.90147895,0.5291953,0.12317459,0.266438
-0.9035838,0.5328649,0.12119049,0.26556924
-0.8943497,0.5109303,0.13490784,0.27220428
-0.9066764,0.5370922,0.11677158,0.26506433
-0.90351534,0.5309097,0.11819507,0.26747563
-0.90997857,0.54659027,0.10932119,0.26233044
-0.8938769,0.5089509,0.1364393,0.27313417
-0.8874426,0.49260205,0.14917882,0.27826065
-0.8930966,0.5046813,0.13870947,0.27491266
-0.89084876,0.4995138,0.1475204,0.27604848
-0.88522494,0.48217577,0.14758575,0.28464302
-0.8878034,0.486652,0.14723888,0.2814965
-0.91761047,0.5476753,0.09240643,0.26731688
-0.9086566,0.5177938,0.12213747,0.27380857
-0.9124223,0.50755715,0.12817898,0.27843988
-0.91958076,0.4370807,0.085933164,0.33738303
-0.95149994,0.5141212,0.047933143,0.3011937
-0.9493872,0.47389,0.08565151,0.3104368
-0.967023,0.5134552,0.12878545,0.28293943
-0.9633422,0.48572832,0.13171323,0.29337665
-0.9737328,0.49118155,0.10929737,0.29408374
-0.9961872,0.4761126,0.076193996,0.3136811
-1.0096033,0.4439872,0.18772933,0.3122924
-0.99969643,0.39904186,0.18431501,0.33042878
-1.0290122,0.3990911,0.07182691,0.3554481
-1.0636661,0.40211248,0.16118959,0.34199053
-1.059294,0.35033137,0.14129329,0.36880517
-1.0684481,0.30475873,0.19601157,0.38054615
-1.0862236,0.31545284,0.19736616,0.37749165
-1.1063293,0.30173913,0.18650027,0.38388973
-1.1063126,0.30501574,0.2047244,0.38737494
-1.1237938,0.2985217,0.24365234,0.387534
-1.0984436,0.22447772,0.2608046,0.41667485
-1.1201619,0.28019062,0.2504414,0.3994416
-1.1180931,0.26074925,0.32643706,0.40352267
-1.0987059,0.2602219,0.26638848,0.40585965
-1.0868014,0.2593865,0.25992215,0.40646762
-1.0672028,0.2057411,0.27765602,0.4255846
-1.0569232,0.20151448,0.27151984,0.4278794
-1.0629587,0.2583023,0.23451383,0.40928704
-1.0482476,0.23779055,0.23570128,0.41391277
-1.048555,0.20781279,0.2932482,0.4255314
-1.0295503,0.18521501,0.2840209,0.4344108
-1.0408558,0.22239013,0.30092117,0.4197219
-1.0175623,0.17985162,0.2971186,0.43459183
-1.032584,0.248065,0.23246324,0.4145902
-1.0050687,0.16595918,0.28829232,0.4426569
-1.0258546,0.20190783,0.32760164,0.4281881
-0.9935688,0.14042404,0.3361009,0.44769278
-0.9970912,0.16178711,0.30952698,0.44195718
-1.0054395,0.19822748,0.28660873,0.43122858
-0.98116684,0.148771,0.31180054,0.44644362
-0.9816162,0.15675361,0.31364164,0.44338736
-0.9791567,0.16069487,0.3074231,0.44140476
-0.9772688,0.15504727,0.3178507,0.4435102
-0.964371,0.11943805,0.34069234,0.45570365
-0.9661495,0.13317727,0.32949135,0.4514703
-0.9683835,0.14041552,0.33599266,0.44827706
-0.95591754,0.120436825,0.32762676,0.4565021
-0.96315795,0.13153715,0.3006273,0.45932776
-0.96112186,0.123748794,0.30278057,0.46272358
-0.9652877,0.13096826,0.32937694,0.45155758
-0.9801425,0.1703187,0.31946325,0.43712425
-0.96962374,0.14018853,0.32362148,0.44962287
-0.96162385,0.11817886,0.33924937,0.456261
-0.97287256,0.15879695,0.29731908,0.44503784
-0.96662676,0.13952509,0.31208557,0.452394
-0.9704817,0.14579305,0.3230514,0.44933763
-0.9668311,0.14677456,0.2983652,0.45044398
-0.9666343,0.14257994,0.31661358,0.45014828
-0.9721017,0.16088977,0.3068756,0.4443559
-0.96164143,0.12942709,0.3462587,0.45250493
-0.9609081,0.14587578,0.31011623,0.4484387
-0.95443404,0.12277474,0.32901695,0.45644727
-0.9464408,0.10622728,0.33133706,0.46301097
-0.9720691,0.16540962,0.2650383,0.45355368
-0.9698561,0.12841934,0.30380517,0.4661513
-0.9671892,0.14155759,0.29484785,0.45430368
-0.99446905,0.21532448,0.27196348,0.42422706
-0.98765707,0.16497411,0.3468848,0.43938088
-0.9823116,0.17842738,0.2973014,0.43626863
-0.99305326,0.19299118,0.30780664,0.43221444
-0.95636874,0.10889431,0.32310057,0.4648111
-0.9681503,0.14079224,0.3439136,0.44719005
-0.9685524,0.14967595,0.34460017,0.4420628
-0.9682167,0.16543403,0.32467636,0.4369089
-0.95755494,0.15462781,0.32415286,0.43919617
-0.9612768,0.18072113,0.29890525,0.43050805
-0.946386,0.15612167,0.31323057,0.43852597
-0.96676415,0.20811538,0.29256576,0.4206787
-0.9505423,0.18760724,0.29817513,0.42576915
-0.94216937,0.17642716,0.29811677,0.4309012
-0.9379803,0.1753152,0.30780667,0.42761236
-0.9540793,0.21230228,0.26221168,0.422293
-0.95582354,0.21356425,0.2516877,0.42461663
-0.95664567,0.23504224,0.26782164,0.40743214
-0.95278865,0.22931957,0.2762639,0.40813786
-0.95150816,0.23355861,0.27357176,0.4067684
-0.9553825,0.2526751,0.2578483,0.4003973
-0.9411812,0.2245843,0.28494042,0.40774316
-0.9428188,0.2390726,0.26678425,0.403349
-0.947816,0.2538579,0.24419534,0.4027629
-0.9373889,0.23616758,0.2811622,0.4019373
-0.9341922,0.23904443,0.27524084,0.40065885
-0.9409641,0.25827515,0.26619565,0.3944142
-0.9358031,0.2554785,0.25789207,0.39509487
-0.9426025,0.26633042,0.27195263,0.3897484
-0.9380582,0.2589467,0.2856585,0.39070004
-0.94921553,0.29899514,0.23490307,0.37990385
-0.9318242,0.2583923,0.26681167,0.3915548
-0.92610997,0.2448544,0.2697908,0.39729306
-0.93015516,0.24731505,0.24492976,0.4048179
-0.9218342,0.24441716,0.27993447,0.39458326
