intercept,daily,monthly,weekly
-1.1204875,0.49876112,0.15749343,0.22366843
-1.1638225,0.42275372,0.17674467,0.27848536
-1.1667938,0.40776944,0.19125107,0.28330964
-1.1352153,0.46812755,0.16404937,0.24938738
-1.1697861,0.4070906,0.20124295,0.27716202
-1.2633994,0.246735,0.25634024,0.3901342
-1.236612,0.2895248,0.2275759,0.3730033
-1.2402555,0.279291,0.23150079,0.37928465
-1.3070633,0.16383588,0.26185995,0.4664834
-1.3347313,0.11130683,0.28744096,0.49813637
-1.3218874,0.13386922,0.27717525,0.48568264
-1.3082156,0.15314472,0.26718214,0.46963048
-1.3104913,0.15051939,0.26626942,0.47693458
-1.2950655,0.17750236,0.25571436,0.4589487
-1.2627674,0.23335166,0.23839085,0.41934794
-1.2655593,0.2294356,0.237434,0.42392153
-1.3034499,0.16521391,0.25959224,0.4682671
-1.3040683,0.16141327,0.26965505,0.46465197
-1.2685436,0.22455864,0.24306133,0.42579016
-1.2607155,0.23869081,0.23912291,0.41597414
-1.2103316,0.33067784,0.19880398,0.36107254
-1.2929975,0.18526232,0.25699607,0.45215726
-1.2615182,0.23840702,0.24027705,0.4150981
-1.2572068,0.25129396,0.23016593,0.4117952
-1.2795212,0.21353284,0.24473879,0.4369691
-1.2020463,0.35008916,0.19013648,0.34745723
-1.2459838,0.27498072,0.22996001,0.3872757
-1.2485052,0.2685584,0.23768647,0.3866735
-1.243676,0.2797935,0.23695047,0.37702423
-1.2152267,0.33080208,0.22176453,0.34034374
-1.2400677,0.28999615,0.23273456,0.36682433
-1.2905095,0.20054257,0.2839436,0.41170192
-1.2824923,0.21192892,0.2733841,0.40944204
-1.2280934,0.30496812,0.2277601,0.3583892
-1.2506775,0.26962394,0.2455903,0.37705183
-1.2632366,0.24930677,0.25471848,0.39016664
-1.2511896,0.26964515,0.23956391,0.3840701
-1.2523805,0.26773882,0.23064151,0.39104137
-1.2206018,0.32159385,0.22064383,0.34890455
-1.231941,0.30378968,0.22693431,0.3599419
-1.2003412,0.36142978,0.21542278,0.31419024
-1.1211874,0.50088,0.15931788,0.22788131
-1.193341,0.3872264,0.25672314,0.25081196
-1.1962293,0.3808354,0.24294464,0.2688954
-1.1811132,0.4089136,0.25162393,0.23000963
-1.1359198,0.4875509,0.21994278,0.17937092
-1.2204192,0.352705,0.32358497,0.21889535
-1.2302758,0.32821184,0.30460683,0.26411137
-1.2443689,0.30457348,0.32469136,0.2682739
-1.2660707,0.26408893,0.32792863,0.30376646
-1.148848,0.45984817,0.19720297,0.23119347
-1.1176931,0.513234,0.18544993,0.1891373
-1.2086041,0.35911644,0.26280233,0.2713918
-1.1492304,0.45970863,0.2050508,0.21873522
-1.200894,0.37729332,0.27908787,0.23119226
-1.2387916,0.29605922,0.27528304,0.31982803
-1.1967863,0.37033764,0.25403288,0.26504746
-1.2216609,0.3222927,0.26446736,0.3043378
-1.2937363,0.19845204,0.32048216,0.37508997
-1.2270882,0.31487197,0.26545134,0.310841
-1.2807196,0.22725368,0.3158842,0.3532092
-1.2352743,0.30450177,0.25792143,0.32898337
-1.2321976,0.30438328,0.23768385,0.35075468
-1.3026905,0.18590495,0.29891768,0.41396913
-1.2665331,0.24668089,0.25557023,0.39376754
-1.2442744,0.28371996,0.24120994,0.369344
-1.2865455,0.21188065,0.26649827,0.41847652
