net,rep,rhat_sigma,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
4,1,1.0288682,0.6718705,0.00020269158,0.022546419098143235,0.050397877984084884,0.10742705570291777,0.1419098143236074
