net,rep,rhat_sigma,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
1,2,2.0670502,0.6726665,0.00019665454,0.022546419098143235,0.05172413793103448,0.11140583554376658,0.1419098143236074
