observed,target
0.005305039787798408,0.01
0.014588859416445624,0.02
0.025198938992042442,0.03
0.03713527851458886,0.04
0.050397877984084884,0.05
0.06763925729442971,0.06
0.07957559681697612,0.07
0.08753315649867374,0.08
0.09814323607427056,0.09
0.10742705570291777,0.1
0.1273209549071618,0.11
0.14058355437665782,0.12
0.15649867374005305,0.13
0.1724137931034483,0.14
0.17904509283819628,0.15
0.1856763925729443,0.16
0.19230769230769232,0.17
0.20557029177718833,0.18
0.21750663129973474,0.19
0.23607427055702918,0.2
0.253315649867374,0.21
0.25862068965517243,0.22
0.27586206896551724,0.23
0.2891246684350133,0.24
0.3076923076923077,0.25
0.3169761273209549,0.26
0.3275862068965517,0.27
0.34350132625994695,0.28
0.35278514588859416,0.29
0.37002652519893897,0.3
0.376657824933687,0.31
0.3885941644562334,0.32
0.39920424403183025,0.33
0.40450928381962864,0.34
0.4124668435013263,0.35
0.41909814323607425,0.36
0.4350132625994695,0.37
0.4482758620689655,0.38
0.45755968169761274,0.39
0.4708222811671088,0.4
0.473474801061008,0.41
0.47745358090185674,0.42
0.48673740053050396,0.43
0.5,0.44
0.5053050397877984,0.45
0.5145888594164456,0.46
0.5318302387267905,0.47
0.5411140583554377,0.48
0.5464190981432361,0.49
0.5503978779840849,0.5
0.5636604774535809,0.51
0.5769230769230769,0.52
0.5915119363395226,0.53
0.5941644562334217,0.54
0.5994694960212201,0.55
0.6061007957559682,0.56
0.616710875331565,0.57
0.6259946949602122,0.58
0.6339522546419099,0.59
0.6405835543766578,0.6
0.6445623342175066,0.61
0.649867374005305,0.62
0.6671087533156499,0.63
0.6737400530503979,0.64
0.6909814323607427,0.65
0.6962864721485411,0.66
0.7002652519893899,0.67
0.7095490716180372,0.68
0.7122015915119363,0.69
0.7214854111405835,0.7
0.7281167108753316,0.71
0.7360742705570292,0.72
0.7440318302387268,0.73
0.7546419098143236,0.74
0.7625994694960212,0.75
0.7705570291777188,0.76
0.7824933687002652,0.77
0.7851458885941645,0.78
0.7917771883289124,0.79
0.7984084880636605,0.8
0.8050397877984085,0.81
0.8143236074270557,0.82
0.8209549071618037,0.83
0.830238726790451,0.84
0.8342175066312998,0.85
0.850132625994695,0.86
0.8541114058355438,0.87
0.8673740053050398,0.88
0.8740053050397878,0.89
0.8859416445623343,0.9
0.8978779840848806,0.91
0.9098143236074271,0.92
0.9190981432360743,0.93
0.9297082228116711,0.94
0.9429708222811671,0.95
0.9456233421750663,0.96
0.9575596816976127,0.97
0.9655172413793104,0.98
0.9748010610079576,0.99
1.0,1.0
