net,rep,rhat_sigma,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
1,1,1.8549442,0.67667174,0.00019281683,0.022546419098143235,0.050397877984084884,0.11007957559681697,0.1419098143236074
