intercept,daily,monthly,weekly
0.08581505,3.0286431,-0.81873035,-0.47041196
-0.10521026,3.8222828,-1.1777722,-0.5040169
0.32442194,3.767512,-0.56381464,-0.8267751
0.64040625,4.099562,-1.098954,-0.701816
0.5007164,3.348238,-0.6549266,-0.06579594
-0.13462481,4.00312,-1.0358927,-0.5371908
1.0378461,3.9487655,-0.78555006,-1.0558772
0.5557087,3.873218,-1.1116064,-0.47756964
0.430272,3.8696213,-1.1495785,-1.0227075
-0.15349774,4.0423536,-1.2169759,-1.012736
0.39659783,4.1438694,-1.1409892,-1.0543349
0.17330733,4.0742006,-1.252844,-0.7561657
0.7959998,4.0449862,-1.4592758,-0.8722391
-0.6867962,3.7391937,-1.0804346,-0.6054828
0.44841737,3.8233738,-1.1382612,-1.1461763
-0.036386393,3.6585343,-1.1458342,-0.671484
-0.12559223,4.01176,-1.2597433,-0.5638839
-0.054074384,4.1779814,-1.1413932,-0.9764036
0.06937809,3.886785,-1.4108784,-1.1560863
-0.6826054,3.5345712,-0.6140858,-1.1491758
0.26987562,3.3924675,-0.87268144,-0.70500165
0.5941582,4.160605,-1.3315239,-0.8501307
0.7810143,3.6002173,-0.9565856,-1.0187682
-0.012116194,3.4302802,-0.9068636,-0.8326645
-0.2052455,4.033075,-0.79330766,-1.2408894
-0.24270907,3.7853928,-0.49490398,-0.9768995
-0.5910081,3.3582451,-0.92840636,-0.780294
-0.23778944,3.9932995,-0.7757824,-1.1878445
0.17064981,4.26142,-1.0910012,-1.0678928
0.08547096,4.2879825,-0.69703543,-1.2554586
0.049262524,3.9990318,-1.137044,-0.88879335
0.37777144,4.217298,-0.5727196,-1.2362835
0.20153856,3.8432603,-0.6363406,-1.088672
-0.41794157,3.735021,-0.6107763,-0.8550192
-0.75577617,3.7885947,-0.71674794,-1.2567755
-0.6011391,4.1438665,-0.8753344,-1.1082224
0.08515406,4.4953218,-0.7950859,-1.1971066
-0.98633564,3.7295601,-0.7963446,-0.83767956
-0.17430887,3.9287286,-1.0724051,-1.1657901
-0.12614079,3.8445244,-0.7040095,-1.0698411
0.10003243,4.137806,-1.1409919,-1.2581425
0.26838073,3.687901,-0.5708738,-1.2824228
0.19454865,3.469551,-0.5055262,-0.8440868
0.9026556,3.7027988,-0.49172014,-1.0723974
1.1111895,4.1569057,-0.7522344,-0.8849408
0.06644883,3.637773,-1.0225948,-0.7066617
-0.41646338,4.0033317,-0.982848,-0.79546785
0.419868,3.4744995,-0.9187705,-0.93469775
0.29582185,4.2197795,-0.7375177,-1.1613629
-0.4427116,4.325794,-0.9498728,-0.9889738
0.2362897,3.4706619,-0.58021677,-1.1948491
0.57035905,3.9944172,-1.0002477,-1.1263301
0.6204683,3.5064423,-0.7683999,-0.7945341
0.47970086,3.9159646,-0.5287412,-0.6398069
-0.20390773,3.6679893,-0.7725079,-0.79921514
-0.033468436,4.0223913,-0.9013127,-1.0406895
0.44125804,4.134122,-0.95952165,-0.9675516
0.4996001,3.9589489,-1.2134769,-0.62568825
0.6096324,4.261441,-0.92353326,-0.9421892
0.22332434,4.143398,-0.94496024,-1.1257435
-0.43013543,3.7348702,-0.5757213,-0.997801
0.5627305,3.9569678,-0.88230914,-1.0800178
-0.25535935,3.519429,-0.5225945,-0.69011676
0.7397405,4.506318,-1.0834767,-1.271877
-0.10464964,3.5567467,-0.61044484,-1.359999
