config,network,rmse,mape,rhat_sigma,VaR_1_0,VaR_10_0,VaR_0_1,VaR_5_0,nu
126,2,0.014428703826930359,0.9679311947216458,2.5956166,0.010914051841746248,0.08049113233287858,0.001364256480218281,0.04638472032742155,4.0
127,3,0.014202195219341187,1.0182621094692779,1.940485,0.03274215552523874,0.12278308321964529,0.004092769440654843,0.08594815825375171,4.0
128,4,0.014115791676817402,0.9743834504366689,2.1013634,0.034106412005457026,0.12551159618008187,0.004092769440654843,0.08321964529331514,4.0
129,1,0.014154830170860375,0.9548065600888123,1.122352,0.034106412005457026,0.12278308321964529,0.004092769440654843,0.08321964529331514,4.0
13,1,0.014187168415683127,0.9414006998944464,1.8105971,0.021828103683492497,0.12551159618008187,0.002728512960436562,0.08185538881309687,3.0
130,2,0.014205777344529661,1.0560862873855545,2.5288637,0.020463847203274217,0.10368349249658936,0.002728512960436562,0.07094133697135062,4.0
131,3,0.014211588772622566,1.0122840759629261,1.4877868,0.03137789904502047,0.12278308321964529,0.002728512960436562,0.08458390177353342,4.0
132,4,0.01410801666290528,0.9522415805001586,1.8192289,0.034106412005457026,0.12687585266030013,0.005457025920873124,0.08458390177353342,4.0
133,1,0.01410796007393288,0.9640900389998347,2.041286,0.034106412005457026,0.12551159618008187,0.004092769440654843,0.08185538881309687,4.0
134,2,0.014533444768656279,0.9964011605114066,2.953873,0.009549795361527967,0.07366984993178717,0.001364256480218281,0.040927694406548434,4.0
135,3,0.014200478869926323,0.996294939397995,1.5459994,0.03274215552523874,0.12141882673942701,0.004092769440654843,0.08321964529331514,4.0
136,4,0.014117076698389405,0.9765955586307149,2.1083326,0.034106412005457026,0.12414733969986358,0.004092769440654843,0.08321964529331514,4.0
137,1,0.014125911026875186,1.010504641904789,1.2685415,0.03547066848567531,0.1296043656207367,0.004092769440654843,0.09004092769440655,4.0
