network,rmse,mape,VaR_1_0,VaR_10_0,VaR_0_1,VaR_5_0
1,0.014139707679801614,0.9576505627750529,0.036834924965893585,0.1077762619372442,0.008185538881309686,0.0791268758526603
2,0.014226382101458615,0.9681354452299036,0.017735334242837655,0.08594815825375171,0.002728512960436562,0.05320600272851296
3,0.014175490124698037,0.9909692668655423,0.036834924965893585,0.1145975443383356,0.008185538881309686,0.08185538881309687
4,0.01410898856362637,0.9599869390660738,0.036834924965893585,0.11323328785811733,0.008185538881309686,0.08321964529331514
