config,network,rmse,mape,rhat_sigma,VaR_1_0,VaR_10_0,VaR_0_1,VaR_5_0
314,10,0.014131833,0.9455183,1.0272852,0.03956343792633015,0.0927694406548431,0.019099590723055934,0.07503410641200546
315,11,0.014217621,1.0035455,1.8403995,0.04229195088676671,0.09959072305593451,0.020463847203274217,0.0723055934515689
316,12,0.014108347,0.9113751,1.0218159,0.03547066848567531,0.09549795361527967,0.01637107776261937,0.06957708049113233
317,13,0.014211602,0.99257827,0.99995095,0.02455661664392906,0.07776261937244201,0.010914051841746248,0.0504774897680764
318,14,0.014085391,0.9651962,1.0016581,0.030013642564802184,0.08458390177353342,0.01227830832196453,0.05320600272851296
319,15,0.014208921,1.0148306,1.0037527,0.02592087312414734,0.0791268758526603,0.01227830832196453,0.05184174624829468
32,16,0.014121587,0.9327349,1.0567685,0.03547066848567531,0.08867667121418826,0.013642564802182811,0.06002728512960437
320,16,0.014112223,0.930447,2.0044637,0.03547066848567531,0.09004092769440655,0.015006821282401092,0.061391541609822645
321,1,0.014138627,0.9004567,1.0954777,0.03547066848567531,0.09004092769440655,0.01227830832196453,0.061391541609822645
322,2,0.014479876,0.8728166,1.0794799,0.03547066848567531,0.08867667121418826,0.01637107776261937,0.06275579809004093
323,3,0.014341866,0.91749686,1.3668855,0.03547066848567531,0.08867667121418826,0.010914051841746248,0.06275579809004093
324,4,0.014574902,0.91806895,1.2352996,0.03547066848567531,0.08867667121418826,0.015006821282401092,0.06412005457025921
325,5,0.014208776,0.9965523,1.0188155,0.03547066848567531,0.09140518417462483,0.013642564802182811,0.058663028649386086
326,6,0.014356442,0.9122998,1.0509696,0.036834924965893585,0.09004092769440655,0.010914051841746248,0.061391541609822645
327,7,0.014202351,0.99214613,1.6415904,0.034106412005457026,0.09140518417462483,0.01227830832196453,0.058663028649386086
328,8,0.015134507,0.9283277,1.0385914,0.036834924965893585,0.0927694406548431,0.013642564802182811,0.061391541609822645
329,9,0.014155594,0.96593815,1.0055134,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.0572987721691678
33,1,0.014139609,0.9412612,1.0896608,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.058663028649386086
330,10,0.014116625,0.91648835,1.0045043,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.06002728512960437
331,11,0.0141417645,0.9661798,1.0290362,0.036834924965893585,0.08731241473396999,0.01227830832196453,0.0572987721691678
332,12,0.014125674,0.9306888,1.0029827,0.03547066848567531,0.08731241473396999,0.01227830832196453,0.058663028649386086
333,13,0.014206211,0.9910326,1.0373635,0.034106412005457026,0.09140518417462483,0.01227830832196453,0.06002728512960437
334,14,0.014105484,0.9661238,1.7423509,0.036834924965893585,0.09004092769440655,0.01227830832196453,0.06002728512960437
335,15,0.014204002,0.99671644,1.1064258,0.034106412005457026,0.09004092769440655,0.013642564802182811,0.058663028649386086
336,16,0.014117269,0.92815745,1.1657145,0.034106412005457026,0.08731241473396999,0.013642564802182811,0.0572987721691678
337,1,0.014114123,0.91861284,1.4344044,0.036834924965893585,0.09004092769440655,0.01227830832196453,0.061391541609822645
338,2,0.014444177,0.9203689,1.5501149,0.03547066848567531,0.09004092769440655,0.017735334242837655,0.061391541609822645
339,3,0.014359483,0.9015759,1.1440102,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.06412005457025921
34,2,0.0145713305,0.8970597,1.6582958,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.06275579809004093
340,4,0.014586769,0.96600944,1.0121834,0.03547066848567531,0.09004092769440655,0.01227830832196453,0.06002728512960437
341,5,0.014204702,1.0003694,1.1378016,0.03547066848567531,0.09004092769440655,0.01227830832196453,0.058663028649386086
342,6,0.0143126445,0.9212869,1.6786022,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.06548431105047749
343,7,0.014206368,1.008333,1.7645583,0.03547066848567531,0.09004092769440655,0.01227830832196453,0.058663028649386086
344,8,0.015112515,0.92126334,1.2794245,0.03547066848567531,0.0927694406548431,0.01637107776261937,0.06412005457025921
345,9,0.014192016,0.9958794,1.0213888,0.036834924965893585,0.09004092769440655,0.01227830832196453,0.058663028649386086
346,10,0.01412583,0.92937976,1.6899226,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.061391541609822645
347,11,0.014182122,0.9883694,1.0703046,0.03547066848567531,0.09140518417462483,0.01227830832196453,0.058663028649386086
348,12,0.014145865,0.95029163,1.0182004,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.058663028649386086
349,13,0.014206294,1.0039315,1.0002016,0.034106412005457026,0.09140518417462483,0.013642564802182811,0.058663028649386086
35,3,0.014409739,0.9201019,1.9334071,0.036834924965893585,0.08867667121418826,0.013642564802182811,0.06412005457025921
350,14,0.014099868,0.97069263,1.5279945,0.036834924965893585,0.09004092769440655,0.01227830832196453,0.06002728512960437
351,15,0.0142024215,0.998836,1.7238084,0.034106412005457026,0.09140518417462483,0.01227830832196453,0.058663028649386086
352,16,0.014124868,0.91765517,1.2053823,0.03547066848567531,0.08731241473396999,0.01227830832196453,0.058663028649386086
353,1,0.014112806,0.9121266,1.9459037,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.06002728512960437
354,2,0.014542721,0.8937994,1.4299083,0.03956343792633015,0.08731241473396999,0.01227830832196453,0.06275579809004093
355,3,0.014349274,0.8979371,2.6177003,0.03547066848567531,0.08867667121418826,0.010914051841746248,0.06275579809004093
356,4,0.014576356,0.93963826,1.505691,0.0286493860845839,0.0791268758526603,0.010914051841746248,0.054570259208731244
357,5,0.01420328,0.99522495,1.5639559,0.034106412005457026,0.09004092769440655,0.01227830832196453,0.058663028649386086
358,6,0.014268027,0.9414687,1.121557,0.036834924965893585,0.08731241473396999,0.010914051841746248,0.06002728512960437
359,7,0.014203917,0.9942166,2.4125872,0.03547066848567531,0.09004092769440655,0.013642564802182811,0.058663028649386086
36,4,0.0148057565,0.9601787,1.4197112,0.03547066848567531,0.08867667121418826,0.010914051841746248,0.06002728512960437
360,8,0.015016977,0.9407066,1.3840652,0.036834924965893585,0.0927694406548431,0.013642564802182811,0.06275579809004093
361,9,0.01420605,0.9967297,1.0191272,0.03547066848567531,0.09140518417462483,0.013642564802182811,0.058663028649386086
362,10,0.014120929,0.9125839,1.1041341,0.03547066848567531,0.08731241473396999,0.01227830832196453,0.06002728512960437
363,11,0.01418661,0.9821182,1.2151062,0.03547066848567531,0.09004092769440655,0.01227830832196453,0.058663028649386086
364,12,0.014128696,0.93020844,1.2042289,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.058663028649386086
365,13,0.0142049445,1.0075872,1.1614729,0.03274215552523874,0.09140518417462483,0.01227830832196453,0.058663028649386086
366,14,0.014109875,0.96416503,2.1251235,0.03547066848567531,0.09004092769440655,0.01227830832196453,0.058663028649386086
367,15,0.014205135,0.99972624,1.1977358,0.034106412005457026,0.09140518417462483,0.01227830832196453,0.058663028649386086
368,16,0.014116359,0.9361406,1.318319,0.03547066848567531,0.08867667121418826,0.013642564802182811,0.058663028649386086
369,1,0.014116996,0.92309695,1.8856722,0.036834924965893585,0.08731241473396999,0.013642564802182811,0.06548431105047749
37,5,0.014195242,0.99350643,1.2784381,0.03547066848567531,0.09140518417462483,0.013642564802182811,0.058663028649386086
370,2,0.0145060895,0.90908736,1.7887644,0.03819918144611187,0.08731241473396999,0.015006821282401092,0.061391541609822645
371,3,0.014345704,0.9115989,2.854922,0.03547066848567531,0.08731241473396999,0.010914051841746248,0.061391541609822645
372,4,0.014696373,0.94554526,1.3915677,0.02592087312414734,0.0791268758526603,0.010914051841746248,0.05184174624829468
373,5,0.014201268,0.99286896,1.8840593,0.036834924965893585,0.09140518417462483,0.013642564802182811,0.058663028649386086
374,6,0.014281006,0.9369087,1.6702417,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.06002728512960437
375,7,0.0142028155,1.0007075,2.5884995,0.034106412005457026,0.09140518417462483,0.013642564802182811,0.058663028649386086
376,8,0.015137334,0.9341584,1.7603596,0.036834924965893585,0.0927694406548431,0.015006821282401092,0.06275579809004093
377,9,0.014201926,0.99714065,1.0247978,0.03547066848567531,0.0927694406548431,0.013642564802182811,0.058663028649386086
378,10,0.014119935,0.9213628,1.738782,0.03547066848567531,0.08867667121418826,0.013642564802182811,0.061391541609822645
379,11,0.014200605,1.0005528,1.6036783,0.036834924965893585,0.09140518417462483,0.013642564802182811,0.058663028649386086
38,6,0.014351814,0.89842236,2.4342074,0.034106412005457026,0.09004092769440655,0.013642564802182811,0.06412005457025921
380,12,0.014129785,0.93361557,1.8043866,0.036834924965893585,0.08867667121418826,0.013642564802182811,0.06275579809004093
381,13,0.014206519,1.009585,1.1990806,0.034106412005457026,0.09004092769440655,0.01227830832196453,0.058663028649386086
382,14,0.014109962,0.97692865,1.4991348,0.036834924965893585,0.09004092769440655,0.01227830832196453,0.058663028649386086
383,15,0.0142037235,0.99769956,2.027562,0.03274215552523874,0.08867667121418826,0.01227830832196453,0.058663028649386086
384,16,0.014117551,0.92849183,1.4305294,0.034106412005457026,0.08731241473396999,0.01227830832196453,0.05593451568894952
385,1,0.01415753,0.9209096,1.0952349,0.03547066848567531,0.09004092769440655,0.013642564802182811,0.058663028649386086
386,2,0.014538381,0.8662569,1.1239349,0.03547066848567531,0.08867667121418826,0.015006821282401092,0.06275579809004093
387,3,0.0144938,0.8734232,1.0201792,0.034106412005457026,0.08731241473396999,0.013642564802182811,0.06684856753069578
388,4,0.014534672,0.84631515,1.3867035,0.03547066848567531,0.09140518417462483,0.013642564802182811,0.061391541609822645
389,5,0.014204223,1.0011399,1.0861639,0.03547066848567531,0.09004092769440655,0.013642564802182811,0.058663028649386086
39,7,0.014201574,0.9998796,1.1734064,0.034106412005457026,0.09140518417462483,0.01227830832196453,0.058663028649386086
390,6,0.014362357,0.9282917,1.0057578,0.036834924965893585,0.09004092769440655,0.013642564802182811,0.06548431105047749
391,7,0.014205381,1.0032778,1.0695716,0.036834924965893585,0.09140518417462483,0.01227830832196453,0.058663028649386086
392,8,0.015555994,0.90455985,1.1011584,0.036834924965893585,0.0927694406548431,0.013642564802182811,0.06275579809004093
393,9,0.014150014,0.9627819,1.0170543,0.036834924965893585,0.08867667121418826,0.013642564802182811,0.061391541609822645
394,10,0.014138226,0.9005186,1.1310796,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.06002728512960437
395,11,0.014152061,0.9665282,1.0206333,0.036834924965893585,0.09004092769440655,0.013642564802182811,0.058663028649386086
396,12,0.014145384,0.9370782,1.1278704,0.036834924965893585,0.08867667121418826,0.013642564802182811,0.061391541609822645
397,13,0.014191199,0.99821746,1.0421684,0.034106412005457026,0.09004092769440655,0.01227830832196453,0.058663028649386086
398,14,0.014121425,0.97347844,1.1327938,0.036834924965893585,0.09004092769440655,0.01227830832196453,0.061391541609822645
399,15,0.014202232,1.0017754,1.0060325,0.03274215552523874,0.09004092769440655,0.01227830832196453,0.058663028649386086
4,4,0.029947745,0.3168555,1.3181242,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.06548431105047749
40,8,0.015292457,0.9442098,1.1373113,0.036834924965893585,0.0941336971350614,0.017735334242837655,0.06412005457025921
400,16,0.014128361,0.93234897,1.077986,0.03547066848567531,0.08731241473396999,0.01227830832196453,0.06002728512960437
401,1,0.014170873,0.9110448,1.2010558,0.036834924965893585,0.08867667121418826,0.013642564802182811,0.061391541609822645
402,2,0.01438325,0.90167314,1.0000874,0.03547066848567531,0.08731241473396999,0.013642564802182811,0.06275579809004093
403,3,0.01439385,0.8850695,1.0844963,0.03547066848567531,0.08867667121418826,0.017735334242837655,0.06684856753069578
404,4,0.014471311,0.97329885,2.630025,0.03547066848567531,0.08731241473396999,0.010914051841746248,0.06002728512960437
405,5,0.014198129,1.0079372,1.0837349,0.034106412005457026,0.08867667121418826,0.013642564802182811,0.058663028649386086
406,6,0.014326415,0.93579394,1.1644313,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.06412005457025921
407,7,0.014198607,0.99847305,1.1871938,0.034106412005457026,0.09004092769440655,0.013642564802182811,0.058663028649386086
408,8,0.015230108,0.9177142,1.008977,0.03547066848567531,0.0927694406548431,0.015006821282401092,0.06275579809004093
409,9,0.01416963,0.9821629,1.1626078,0.03547066848567531,0.09004092769440655,0.01227830832196453,0.061391541609822645
41,9,0.014200507,0.9966026,1.2852843,0.03547066848567531,0.09140518417462483,0.01227830832196453,0.058663028649386086
410,10,0.014130339,0.9205864,1.4996463,0.03547066848567531,0.08731241473396999,0.013642564802182811,0.06002728512960437
411,11,0.014178396,0.99235505,1.5702682,0.03547066848567531,0.09140518417462483,0.013642564802182811,0.058663028649386086
412,12,0.014131849,0.92860144,1.2825414,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.06002728512960437
413,13,0.014205393,0.9965004,1.097831,0.034106412005457026,0.08867667121418826,0.013642564802182811,0.058663028649386086
414,14,0.014109815,0.96793383,1.5884703,0.036834924965893585,0.09004092769440655,0.01227830832196453,0.06002728512960437
415,15,0.014208955,0.9995006,1.2967932,0.03547066848567531,0.08731241473396999,0.013642564802182811,0.058663028649386086
416,16,0.014132746,0.9509532,1.3425292,0.034106412005457026,0.08731241473396999,0.01227830832196453,0.058663028649386086
417,1,0.014162625,0.901491,1.2298052,0.03547066848567531,0.08867667121418826,0.013642564802182811,0.061391541609822645
418,2,0.014469912,0.92505485,1.0024651,0.036834924965893585,0.09004092769440655,0.01637107776261937,0.06275579809004093
419,3,0.014404054,0.89054006,2.1820328,0.03547066848567531,0.08731241473396999,0.010914051841746248,0.06275579809004093
42,10,0.01411361,0.928209,1.0054964,0.03547066848567531,0.08731241473396999,0.01227830832196453,0.06275579809004093
420,4,0.014636713,0.9542102,1.6469433,0.030013642564802184,0.0791268758526603,0.010914051841746248,0.054570259208731244
421,5,0.014203959,1.0015447,1.6171622,0.034106412005457026,0.08867667121418826,0.013642564802182811,0.058663028649386086
422,6,0.014332957,0.9178416,1.0153974,0.03547066848567531,0.08867667121418826,0.010914051841746248,0.06002728512960437
423,7,0.014204118,1.001333,1.6293995,0.03274215552523874,0.09140518417462483,0.013642564802182811,0.058663028649386086
424,8,0.0151196,0.9288615,1.1749612,0.036834924965893585,0.0927694406548431,0.01637107776261937,0.06275579809004093
425,9,0.014198887,1.0000149,1.2981435,0.034106412005457026,0.09140518417462483,0.013642564802182811,0.058663028649386086
426,10,0.014118819,0.93682754,1.1964227,0.03547066848567531,0.08867667121418826,0.013642564802182811,0.06002728512960437
427,11,0.014187198,0.9875271,1.096218,0.034106412005457026,0.09140518417462483,0.01227830832196453,0.058663028649386086
428,12,0.014122283,0.9419418,1.7891072,0.03547066848567531,0.09004092769440655,0.01227830832196453,0.06002728512960437
429,13,0.014204248,1.0112324,1.594661,0.03274215552523874,0.09004092769440655,0.01227830832196453,0.058663028649386086
43,11,0.014169165,0.9600557,1.122277,0.036834924965893585,0.08867667121418826,0.013642564802182811,0.06002728512960437
430,14,0.014109066,0.963412,1.777679,0.036834924965893585,0.09004092769440655,0.01227830832196453,0.06002728512960437
431,15,0.0142037375,1.002163,1.0035242,0.03274215552523874,0.08731241473396999,0.01227830832196453,0.058663028649386086
432,16,0.014127945,0.94188076,1.5192047,0.03547066848567531,0.08731241473396999,0.01227830832196453,0.0572987721691678
433,1,0.014157003,0.90068513,1.0275733,0.03547066848567531,0.09140518417462483,0.010914051841746248,0.06002728512960437
434,2,0.014495683,0.921608,1.1085806,0.03547066848567531,0.08867667121418826,0.01637107776261937,0.061391541609822645
435,3,0.014428392,0.8865484,3.3440132,0.03547066848567531,0.08731241473396999,0.01227830832196453,0.06275579809004093
436,4,0.014641058,0.96255416,1.7347478,0.02455661664392906,0.07366984993178717,0.010914051841746248,0.047748976807639835
437,5,0.014198903,1.0050297,1.0030459,0.034106412005457026,0.08867667121418826,0.013642564802182811,0.058663028649386086
438,6,0.014314407,0.93062025,1.596884,0.036834924965893585,0.08867667121418826,0.013642564802182811,0.061391541609822645
439,7,0.014206714,1.0108317,1.4946404,0.034106412005457026,0.09140518417462483,0.013642564802182811,0.058663028649386086
44,12,0.014108064,0.91177666,1.1784183,0.034106412005457026,0.08731241473396999,0.01227830832196453,0.06002728512960437
440,8,0.015081267,0.9194405,2.0017276,0.036834924965893585,0.0927694406548431,0.015006821282401092,0.061391541609822645
441,9,0.0142011605,0.99886304,1.9007894,0.03547066848567531,0.09140518417462483,0.01227830832196453,0.06002728512960437
442,10,0.014128223,0.9229433,1.342609,0.03547066848567531,0.08867667121418826,0.010914051841746248,0.06002728512960437
443,11,0.0141962785,1.0008912,1.0260779,0.03547066848567531,0.09140518417462483,0.01227830832196453,0.06002728512960437
444,12,0.014124785,0.93740904,1.9605539,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.06002728512960437
445,13,0.014203145,0.9997255,1.9021448,0.034106412005457026,0.09140518417462483,0.013642564802182811,0.0572987721691678
446,14,0.01411105,0.9799026,1.4494725,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.061391541609822645
447,15,0.014201129,1.0032187,1.2810833,0.034106412005457026,0.08594815825375171,0.013642564802182811,0.058663028649386086
448,16,0.014126332,0.93740934,1.3331556,0.03547066848567531,0.08731241473396999,0.01227830832196453,0.058663028649386086
449,1,0.014206672,0.9123854,2.05634,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.061391541609822645
45,13,0.014209533,0.99274695,1.3881477,0.03547066848567531,0.09140518417462483,0.01227830832196453,0.058663028649386086
450,2,0.014465354,0.89582264,1.0491759,0.03547066848567531,0.08731241473396999,0.015006821282401092,0.06412005457025921
451,3,0.014508472,0.891756,1.4282527,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.06412005457025921
452,4,0.014722375,0.95118237,1.8138334,0.03547066848567531,0.08867667121418826,0.013642564802182811,0.06275579809004093
453,5,0.014205064,1.0005329,1.1121405,0.036834924965893585,0.09004092769440655,0.013642564802182811,0.058663028649386086
454,6,0.014317944,0.926617,1.0122465,0.03547066848567531,0.08867667121418826,0.013642564802182811,0.06275579809004093
455,7,0.014142313,0.98108125,1.0053163,0.036834924965893585,0.09004092769440655,0.01227830832196453,0.06002728512960437
456,8,0.0151456185,0.90901566,1.1846329,0.03547066848567531,0.0927694406548431,0.015006821282401092,0.06412005457025921
457,9,0.0141512705,0.95906824,1.1225494,0.036834924965893585,0.09004092769440655,0.01227830832196453,0.061391541609822645
458,10,0.014115128,0.9173802,1.8286113,0.03547066848567531,0.08867667121418826,0.015006821282401092,0.06002728512960437
459,11,0.014154215,0.9660906,1.122763,0.036834924965893585,0.08731241473396999,0.01227830832196453,0.0572987721691678
46,14,0.014099357,0.95935494,1.3389025,0.036834924965893585,0.09004092769440655,0.013642564802182811,0.061391541609822645
460,12,0.014131386,0.909437,1.0109547,0.03547066848567531,0.09004092769440655,0.01227830832196453,0.061391541609822645
461,13,0.014204466,0.9933556,1.1334392,0.03547066848567531,0.09140518417462483,0.01227830832196453,0.058663028649386086
462,14,0.014113852,0.9586224,1.6287874,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.06002728512960437
463,15,0.014208662,0.98876363,1.0001513,0.034106412005457026,0.09004092769440655,0.01227830832196453,0.0572987721691678
464,16,0.014129752,0.94658273,1.1230959,0.036834924965893585,0.08731241473396999,0.01227830832196453,0.0572987721691678
465,1,0.014180459,0.9090188,1.1136123,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.06002728512960437
466,2,0.014468989,0.8823548,1.3922606,0.03547066848567531,0.08731241473396999,0.013642564802182811,0.061391541609822645
467,3,0.014466637,0.8907496,1.7389687,0.03547066848567531,0.09004092769440655,0.01227830832196453,0.06684856753069578
468,4,0.014554915,0.9266297,1.3221573,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.061391541609822645
469,5,0.014202602,0.9969994,1.3092741,0.034106412005457026,0.09004092769440655,0.013642564802182811,0.058663028649386086
47,15,0.014206411,0.99847895,1.0041037,0.034106412005457026,0.09140518417462483,0.01227830832196453,0.058663028649386086
470,6,0.014335806,0.90437865,1.0389185,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.06548431105047749
471,7,0.01419299,0.9893744,1.205604,0.034106412005457026,0.09140518417462483,0.01227830832196453,0.058663028649386086
472,8,0.015221216,0.9328321,1.0188009,0.036834924965893585,0.0927694406548431,0.015006821282401092,0.06275579809004093
473,9,0.014190378,0.9889879,1.4919829,0.034106412005457026,0.09140518417462483,0.013642564802182811,0.058663028649386086
474,10,0.014122912,0.9207623,1.8068899,0.03547066848567531,0.08867667121418826,0.013642564802182811,0.06002728512960437
475,11,0.014181339,0.98234594,1.2325916,0.036834924965893585,0.09140518417462483,0.013642564802182811,0.058663028649386086
476,12,0.014132773,0.9473978,1.069594,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.058663028649386086
477,13,0.014202668,0.99681586,1.0488822,0.034106412005457026,0.08867667121418826,0.01227830832196453,0.058663028649386086
478,14,0.014117391,0.9668833,0.99995,0.036834924965893585,0.09004092769440655,0.01227830832196453,0.061391541609822645
479,15,0.014199697,0.9987395,1.0492642,0.034106412005457026,0.08867667121418826,0.010914051841746248,0.058663028649386086
48,16,0.014125616,0.94206196,1.2412449,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.06002728512960437
480,16,0.014135559,0.9403694,1.4977342,0.03547066848567531,0.08731241473396999,0.013642564802182811,0.0572987721691678
481,1,0.014178585,0.9079235,1.0021882,0.03547066848567531,0.08867667121418826,0.013642564802182811,0.06002728512960437
482,2,0.014450927,0.9130734,1.1778141,0.03547066848567531,0.08867667121418826,0.01637107776261937,0.06002728512960437
483,3,0.014381822,0.87185687,2.5623784,0.03547066848567531,0.08867667121418826,0.010914051841746248,0.06412005457025921
484,4,0.014599876,0.9514533,1.5132061,0.0286493860845839,0.0791268758526603,0.010914051841746248,0.054570259208731244
485,5,0.014201127,0.99912286,1.4355414,0.034106412005457026,0.09140518417462483,0.013642564802182811,0.058663028649386086
486,6,0.014334441,0.9460045,1.2694004,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.061391541609822645
487,7,0.01420364,0.9927801,2.102005,0.034106412005457026,0.09004092769440655,0.013642564802182811,0.058663028649386086
488,8,0.015127432,0.9381553,1.1575322,0.036834924965893585,0.0927694406548431,0.015006821282401092,0.06275579809004093
489,9,0.014198958,1.0046749,1.8026762,0.03547066848567531,0.09140518417462483,0.013642564802182811,0.058663028649386086
49,1,0.014145554,0.92127764,1.1854523,0.036834924965893585,0.08867667121418826,0.010914051841746248,0.058663028649386086
490,10,0.014120548,0.9332945,1.6361316,0.03547066848567531,0.08867667121418826,0.013642564802182811,0.061391541609822645
491,11,0.014196141,0.99909896,1.026445,0.034106412005457026,0.09004092769440655,0.013642564802182811,0.058663028649386086
492,12,0.014129169,0.94182324,2.106859,0.03547066848567531,0.08867667121418826,0.013642564802182811,0.058663028649386086
493,13,0.014207053,1.001583,1.5391139,0.03274215552523874,0.08731241473396999,0.013642564802182811,0.058663028649386086
494,14,0.014123251,0.9696661,1.7983422,0.03547066848567531,0.09004092769440655,0.01227830832196453,0.06002728512960437
495,15,0.0142048765,1.0014683,1.1765468,0.03274215552523874,0.08594815825375171,0.01227830832196453,0.058663028649386086
496,16,0.014139158,0.95013434,1.3852404,0.036834924965893585,0.08731241473396999,0.01227830832196453,0.058663028649386086
497,1,0.014186356,0.9167523,1.1099873,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.058663028649386086
498,2,0.014474406,0.9199089,1.6317972,0.036834924965893585,0.08867667121418826,0.015006821282401092,0.061391541609822645
499,3,0.014375247,0.8837151,3.427996,0.03547066848567531,0.08594815825375171,0.010914051841746248,0.06002728512960437
5,5,0.014201847,0.99889886,1.0033387,0.03547066848567531,0.08731241473396999,0.01227830832196453,0.058663028649386086
50,2,0.014487479,0.916755,1.0019155,0.03819918144611187,0.08731241473396999,0.013642564802182811,0.06412005457025921
500,4,0.014639562,0.9376246,1.759976,0.021828103683492497,0.07094133697135062,0.010914051841746248,0.047748976807639835
501,5,0.014205922,1.013682,1.4586972,0.034106412005457026,0.09004092769440655,0.013642564802182811,0.058663028649386086
502,6,0.014332654,0.93905985,1.9035875,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.061391541609822645
503,7,0.01420814,1.0099047,1.828392,0.034106412005457026,0.09004092769440655,0.01227830832196453,0.058663028649386086
504,8,0.015130383,0.909313,1.0275681,0.03547066848567531,0.0927694406548431,0.015006821282401092,0.058663028649386086
505,9,0.014206962,0.99618644,1.6304306,0.036834924965893585,0.09004092769440655,0.013642564802182811,0.06002728512960437
506,10,0.014127623,0.93255824,1.6036,0.036834924965893585,0.08731241473396999,0.01227830832196453,0.061391541609822645
507,11,0.0141987,0.99487096,1.0164547,0.036834924965893585,0.09004092769440655,0.013642564802182811,0.058663028649386086
508,12,0.0141215995,0.9228499,1.8915371,0.036834924965893585,0.09004092769440655,0.013642564802182811,0.06412005457025921
509,13,0.014206059,1.0026475,1.6973134,0.03274215552523874,0.08731241473396999,0.013642564802182811,0.058663028649386086
51,3,0.014437221,0.91847116,1.7288418,0.036834924965893585,0.08867667121418826,0.013642564802182811,0.06548431105047749
510,14,0.01411645,0.9742033,2.430393,0.036834924965893585,0.09004092769440655,0.01227830832196453,0.06002728512960437
511,15,0.014208967,1.0002476,1.7448171,0.034106412005457026,0.08594815825375171,0.01227830832196453,0.0572987721691678
512,16,0.014129821,0.93106747,2.0260158,0.034106412005457026,0.08731241473396999,0.01227830832196453,0.0572987721691678
513,1,0.014175668,0.93111813,1.0046555,0.036834924965893585,0.09004092769440655,0.01227830832196453,0.061391541609822645
514,2,0.014558218,0.86543214,1.2899247,0.03547066848567531,0.09004092769440655,0.017735334242837655,0.06275579809004093
515,3,0.014395547,0.8812057,0.9999684,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.06548431105047749
516,4,0.0144958235,0.92565674,2.6186075,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.06002728512960437
517,5,0.014203521,0.9986937,1.0201305,0.034106412005457026,0.09004092769440655,0.01227830832196453,0.058663028649386086
518,6,0.01437829,0.9074053,1.302095,0.03547066848567531,0.08867667121418826,0.015006821282401092,0.06412005457025921
519,7,0.014142719,0.9901522,1.2618343,0.036834924965893585,0.09004092769440655,0.01227830832196453,0.06002728512960437
52,4,0.014826374,0.8878552,1.2682766,0.03274215552523874,0.08594815825375171,0.010914051841746248,0.0572987721691678
520,8,0.01531583,0.9270804,1.1878206,0.036834924965893585,0.09549795361527967,0.015006821282401092,0.061391541609822645
521,9,0.014181862,0.9901781,1.1746782,0.03547066848567531,0.09140518417462483,0.01227830832196453,0.058663028649386086
522,10,0.014126919,0.92035794,1.0475508,0.03547066848567531,0.08867667121418826,0.013642564802182811,0.06275579809004093
523,11,0.014120677,0.94110835,1.1297483,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.058663028649386086
524,12,0.0141472025,0.93685377,1.1152912,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.06002728512960437
525,13,0.014202789,0.9967387,1.1726122,0.034106412005457026,0.09004092769440655,0.01227830832196453,0.058663028649386086
526,14,0.01410535,0.96554387,1.8636348,0.036834924965893585,0.09004092769440655,0.013642564802182811,0.058663028649386086
527,15,0.014203716,1.0060238,1.0249304,0.03274215552523874,0.09004092769440655,0.013642564802182811,0.058663028649386086
528,16,0.014147977,0.9504442,1.0242347,0.03547066848567531,0.08731241473396999,0.015006821282401092,0.0572987721691678
529,1,0.014183462,0.913635,1.0024182,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.06002728512960437
53,5,0.014197874,0.995801,1.3360571,0.036834924965893585,0.09140518417462483,0.01227830832196453,0.058663028649386086
530,2,0.014484697,0.933923,1.0472609,0.03547066848567531,0.08867667121418826,0.015006821282401092,0.06002728512960437
