config,network,rmse,mape,rhat_sigma,VaR_1_0,VaR_10_0,VaR_0_1,VaR_5_0
20,4,0.01478467,0.69256014,2.079159,0.036834924965893585,0.0941336971350614,0.013642564802182811,0.06275579809004093
200,8,0.0150703,0.91718453,1.0209574,0.03547066848567531,0.0927694406548431,0.015006821282401092,0.06548431105047749
201,9,0.014141924,0.9571618,1.0735885,0.036834924965893585,0.09004092769440655,0.013642564802182811,0.061391541609822645
202,10,0.014112316,0.9144805,1.0010445,0.03547066848567531,0.08867667121418826,0.013642564802182811,0.061391541609822645
203,11,0.014119667,0.9394202,1.0208757,0.036834924965893585,0.09004092769440655,0.01227830832196453,0.06002728512960437
204,12,0.014123371,0.9168172,1.3848937,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.06275579809004093
205,13,0.01420595,0.9997498,1.2554439,0.034106412005457026,0.09140518417462483,0.013642564802182811,0.06002728512960437
206,14,0.014145892,0.9829334,1.0018145,0.03547066848567531,0.09004092769440655,0.01227830832196453,0.058663028649386086
207,15,0.014205953,1.0127591,1.0128005,0.03547066848567531,0.09004092769440655,0.013642564802182811,0.058663028649386086
208,16,0.014092079,0.9471037,1.0313817,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.06002728512960437
209,1,0.014154501,0.9065164,0.9999503,0.036834924965893585,0.08867667121418826,0.010914051841746248,0.061391541609822645
21,5,0.014203602,0.98836076,1.030073,0.03547066848567531,0.09140518417462483,0.013642564802182811,0.058663028649386086
210,2,0.014541661,0.86699814,1.005747,0.03547066848567531,0.08867667121418826,0.013642564802182811,0.06275579809004093
211,3,0.014427973,0.8901172,2.2495291,0.03547066848567531,0.09004092769440655,0.01227830832196453,0.06684856753069578
212,4,0.015996309,0.6043684,1.4424514,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.06412005457025921
213,5,0.014198561,0.99777573,1.0034906,0.034106412005457026,0.09140518417462483,0.013642564802182811,0.058663028649386086
214,6,0.014343717,0.89160407,1.340066,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.06548431105047749
215,7,0.01411865,0.94436866,1.0125662,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.058663028649386086
216,8,0.014922001,0.9296311,1.0165348,0.036834924965893585,0.0927694406548431,0.01637107776261937,0.06412005457025921
217,9,0.014148042,0.95425177,0.999965,0.036834924965893585,0.09004092769440655,0.013642564802182811,0.06002728512960437
218,10,0.0141028585,0.93344194,1.0901212,0.034106412005457026,0.08867667121418826,0.01227830832196453,0.058663028649386086
219,11,0.014144813,0.9546232,1.3881,0.036834924965893585,0.09004092769440655,0.01227830832196453,0.061391541609822645
22,6,0.014358334,0.9236417,1.1766455,0.034106412005457026,0.09004092769440655,0.013642564802182811,0.061391541609822645
220,12,0.014099329,0.91233253,1.0206578,0.034106412005457026,0.08867667121418826,0.013642564802182811,0.06002728512960437
221,13,0.014207706,1.0004691,1.1456921,0.034106412005457026,0.0927694406548431,0.01227830832196453,0.058663028649386086
222,14,0.014088885,0.95835847,1.0747428,0.036834924965893585,0.09004092769440655,0.01227830832196453,0.06002728512960437
223,15,0.01420161,0.99501044,1.01086,0.034106412005457026,0.09004092769440655,0.013642564802182811,0.058663028649386086
224,16,0.014114286,0.9254888,1.0926446,0.03547066848567531,0.08867667121418826,0.013642564802182811,0.058663028649386086
225,1,0.014172089,0.9334857,1.0335754,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.0572987721691678
226,2,0.01458401,0.8794275,1.000534,0.03547066848567531,0.08731241473396999,0.015006821282401092,0.06275579809004093
227,3,0.014394746,0.9137131,2.3758786,0.034106412005457026,0.08867667121418826,0.013642564802182811,0.06412005457025921
228,4,0.0148522565,0.7142277,2.0594006,0.036834924965893585,0.08458390177353342,0.010914051841746248,0.061391541609822645
229,5,0.014200666,1.000154,1.5137458,0.034106412005457026,0.09140518417462483,0.013642564802182811,0.058663028649386086
23,7,0.014198821,0.9878548,1.0013765,0.03547066848567531,0.09140518417462483,0.013642564802182811,0.06002728512960437
230,6,0.014275454,0.92780113,2.132908,0.03547066848567531,0.09004092769440655,0.01227830832196453,0.061391541609822645
231,7,0.014198172,1.0039368,1.9569312,0.03547066848567531,0.09140518417462483,0.01227830832196453,0.058663028649386086
232,8,0.014951256,0.91729575,1.000097,0.03547066848567531,0.0927694406548431,0.015006821282401092,0.06412005457025921
233,9,0.014193764,0.9886583,1.1998491,0.036834924965893585,0.09140518417462483,0.013642564802182811,0.058663028649386086
234,10,0.014108939,0.9321608,1.0466282,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.06275579809004093
235,11,0.014185471,0.9964986,1.095168,0.036834924965893585,0.0941336971350614,0.013642564802182811,0.061391541609822645
236,12,0.014112039,0.89956445,1.9276959,0.034106412005457026,0.08867667121418826,0.01227830832196453,0.061391541609822645
237,13,0.014208841,0.9917691,1.0423092,0.034106412005457026,0.09140518417462483,0.013642564802182811,0.058663028649386086
238,14,0.0141090425,0.96646464,1.0042365,0.036834924965893585,0.09004092769440655,0.01227830832196453,0.06002728512960437
239,15,0.014208522,0.99963737,1.0001746,0.034106412005457026,0.09140518417462483,0.013642564802182811,0.058663028649386086
24,8,0.015257048,0.9121498,1.2389884,0.03547066848567531,0.0927694406548431,0.017735334242837655,0.06548431105047749
240,16,0.0141139915,0.93879867,1.2920787,0.03547066848567531,0.08867667121418826,0.010914051841746248,0.058663028649386086
241,1,0.014190946,0.95313126,1.5999724,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.054570259208731244
242,2,0.01454635,0.8695717,1.2993433,0.03547066848567531,0.08867667121418826,0.015006821282401092,0.06412005457025921
243,3,0.014338647,0.9161426,2.6191957,0.03547066848567531,0.08867667121418826,0.010914051841746248,0.061391541609822645
244,4,0.014492786,0.8936034,1.850003,0.030013642564802184,0.0791268758526603,0.010914051841746248,0.054570259208731244
245,5,0.014207041,1.003931,1.9051994,0.03547066848567531,0.09140518417462483,0.013642564802182811,0.058663028649386086
246,6,0.014253965,0.91985726,2.3026152,0.03547066848567531,0.09004092769440655,0.01227830832196453,0.058663028649386086
247,7,0.014195183,0.993132,2.4516556,0.03547066848567531,0.09140518417462483,0.01227830832196453,0.06002728512960437
248,8,0.014955677,0.93768966,1.2321451,0.03547066848567531,0.0927694406548431,0.015006821282401092,0.06275579809004093
249,9,0.014192021,1.0082219,1.3548476,0.036834924965893585,0.09140518417462483,0.013642564802182811,0.06002728512960437
25,9,0.014196645,1.0015105,1.0077238,0.036834924965893585,0.09004092769440655,0.013642564802182811,0.058663028649386086
250,10,0.014119039,0.94374305,1.0034097,0.03547066848567531,0.09004092769440655,0.01227830832196453,0.058663028649386086
251,11,0.014202072,0.9984796,1.4851373,0.036834924965893585,0.09140518417462483,0.013642564802182811,0.06002728512960437
252,12,0.014121511,0.90293,1.1667229,0.03547066848567531,0.08731241473396999,0.01227830832196453,0.06002728512960437
253,13,0.014206952,1.00672,1.172453,0.03274215552523874,0.08867667121418826,0.01227830832196453,0.058663028649386086
254,14,0.014104499,0.97255886,1.0112716,0.036834924965893585,0.09004092769440655,0.01227830832196453,0.06002728512960437
255,15,0.014204458,0.9976299,1.015483,0.034106412005457026,0.09140518417462483,0.013642564802182811,0.058663028649386086
256,16,0.014111437,0.93178046,1.0349958,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.058663028649386086
257,1,0.01414775,0.9728064,1.2983745,0.030013642564802184,0.08594815825375171,0.01227830832196453,0.054570259208731244
258,2,0.014321186,1.0245904,1.2379321,0.03274215552523874,0.09004092769440655,0.015006821282401092,0.06002728512960437
259,3,0.015119299,1.0055805,2.1572833,0.034106412005457026,0.0941336971350614,0.019099590723055934,0.06684856753069578
26,10,0.014115055,0.91121286,1.0138108,0.03547066848567531,0.08731241473396999,0.01227830832196453,0.06275579809004093
260,4,0.014924867,0.72528434,1.0125391,0.034106412005457026,0.08458390177353342,0.015006821282401092,0.061391541609822645
261,5,0.01408137,0.9817436,1.722876,0.03547066848567531,0.09140518417462483,0.01227830832196453,0.061391541609822645
262,6,0.014260976,0.9339144,1.0156822,0.034106412005457026,0.08731241473396999,0.013642564802182811,0.054570259208731244
263,7,0.013982728,0.9473222,1.9135212,0.034106412005457026,0.08867667121418826,0.01227830832196453,0.06002728512960437
264,8,0.014610414,0.85454565,1.1346805,0.03547066848567531,0.08594815825375171,0.01227830832196453,0.06002728512960437
265,9,0.014080219,0.9245062,1.0631189,0.03547066848567531,0.09004092769440655,0.013642564802182811,0.06548431105047749
266,10,0.014195797,1.0120481,1.737541,0.030013642564802184,0.08458390177353342,0.010914051841746248,0.058663028649386086
267,11,0.014212023,0.89290863,1.0010877,0.03547066848567531,0.08867667121418826,0.015006821282401092,0.06548431105047749
268,12,0.013999481,0.9385443,1.7705302,0.030013642564802184,0.08458390177353342,0.010914051841746248,0.06002728512960437
269,13,0.014198545,0.9833307,1.1457094,0.03547066848567531,0.09140518417462483,0.013642564802182811,0.058663028649386086
27,11,0.014138734,0.9528652,1.3528244,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.058663028649386086
270,14,0.014028621,0.96361816,1.058232,0.030013642564802184,0.08731241473396999,0.010914051841746248,0.06275579809004093
271,15,0.014136959,0.95801955,1.1478616,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.0572987721691678
272,16,0.014194188,0.95112675,1.4351661,0.034106412005457026,0.08458390177353342,0.010914051841746248,0.05320600272851296
273,1,0.014536602,1.0735631,1.5106736,0.02455661664392906,0.07639836289222374,0.010914051841746248,0.05184174624829468
274,2,0.014198517,0.98165834,1.0568072,0.036834924965893585,0.09140518417462483,0.013642564802182811,0.06412005457025921
275,3,0.014388639,0.9713512,4.1762643,0.027285129604365622,0.08594815825375171,0.009549795361527967,0.06412005457025921
276,4,0.014804511,0.77785105,1.0027952,0.02455661664392906,0.06684856753069578,0.009549795361527967,0.04638472032742155
277,5,0.01418407,1.0043726,1.8201087,0.04229195088676671,0.09959072305593451,0.020463847203274217,0.07639836289222374
278,6,0.014132038,0.99281764,1.9003947,0.02455661664392906,0.08185538881309687,0.01227830832196453,0.05184174624829468
279,7,0.0141799105,0.9615057,2.4906073,0.036834924965893585,0.0927694406548431,0.015006821282401092,0.06412005457025921
28,12,0.014129099,0.9160133,1.0252064,0.034106412005457026,0.08731241473396999,0.01227830832196453,0.06002728512960437
280,8,0.01471509,0.8917127,1.7175894,0.030013642564802184,0.07503410641200546,0.010914051841746248,0.047748976807639835
281,9,0.014138142,0.9488015,1.4455332,0.036834924965893585,0.0941336971350614,0.015006821282401092,0.06821282401091405
282,10,0.014109441,0.9643091,1.0003282,0.036834924965893585,0.09004092769440655,0.01227830832196453,0.06275579809004093
283,11,0.014278314,1.0398762,1.2734518,0.03547066848567531,0.09549795361527967,0.017735334242837655,0.06684856753069578
284,12,0.014143832,0.87663805,1.0247917,0.034106412005457026,0.08458390177353342,0.013642564802182811,0.06002728512960437
285,13,0.014195791,0.992742,1.1481476,0.03137789904502047,0.08458390177353342,0.01227830832196453,0.0572987721691678
286,14,0.014036911,0.9430964,1.0555575,0.03547066848567531,0.09140518417462483,0.01227830832196453,0.06548431105047749
287,15,0.014208418,0.9946837,1.0721424,0.02592087312414734,0.07776261937244201,0.010914051841746248,0.0504774897680764
288,16,0.014160765,0.9847169,1.4546216,0.03274215552523874,0.08867667121418826,0.01227830832196453,0.058663028649386086
289,1,0.014646503,1.0266802,1.9136931,0.02592087312414734,0.0791268758526603,0.013642564802182811,0.05593451568894952
29,13,0.014208538,1.0120795,1.0720243,0.03547066848567531,0.09140518417462483,0.013642564802182811,0.058663028649386086
290,2,0.014480884,0.9138615,1.6880174,0.03819918144611187,0.0927694406548431,0.013642564802182811,0.06684856753069578
291,3,0.014307267,0.9084752,3.9265227,0.03137789904502047,0.08594815825375171,0.010914051841746248,0.06275579809004093
292,4,0.014700562,0.8462701,1.0081251,0.015006821282401092,0.06412005457025921,0.008185538881309686,0.040927694406548434
293,5,0.0142038185,0.9882805,2.1464097,0.045020463847203276,0.09959072305593451,0.02455661664392906,0.07776261937244201
294,6,0.014177522,0.95657295,1.4286776,0.02455661664392906,0.0791268758526603,0.010914051841746248,0.0504774897680764
295,7,0.014193285,0.9848574,2.1014488,0.036834924965893585,0.09549795361527967,0.013642564802182811,0.06548431105047749
296,8,0.015110817,1.1173359,1.0835857,0.017735334242837655,0.07503410641200546,0.010914051841746248,0.04638472032742155
297,9,0.01420163,0.9894628,2.2832484,0.03819918144611187,0.09686221009549795,0.019099590723055934,0.06957708049113233
298,10,0.014122117,0.94077027,1.0026411,0.040927694406548434,0.09822646657571624,0.019099590723055934,0.07503410641200546
299,11,0.014229934,1.0171226,1.9078739,0.04229195088676671,0.09959072305593451,0.020463847203274217,0.07639836289222374
3,3,0.014469543,0.91567606,1.4419287,0.03547066848567531,0.08867667121418826,0.013642564802182811,0.06548431105047749
30,14,0.0141032,0.96643376,1.8139255,0.036834924965893585,0.09004092769440655,0.01227830832196453,0.061391541609822645
300,12,0.014098098,0.90256006,1.0429596,0.03547066848567531,0.09686221009549795,0.017735334242837655,0.07094133697135062
301,13,0.0142059475,1.0116818,1.0711111,0.02455661664392906,0.07366984993178717,0.010914051841746248,0.0504774897680764
302,14,0.014071139,0.96259946,1.1129711,0.03274215552523874,0.08867667121418826,0.01227830832196453,0.058663028649386086
303,15,0.014211201,0.99503124,1.0702335,0.02455661664392906,0.07776261937244201,0.01227830832196453,0.0504774897680764
304,16,0.014118891,0.9510946,2.051435,0.036834924965893585,0.09004092769440655,0.013642564802182811,0.06412005457025921
305,1,0.014336102,0.9530273,1.9660631,0.03274215552523874,0.08594815825375171,0.01227830832196453,0.05320600272851296
306,2,0.014529437,0.8933388,1.7005087,0.03819918144611187,0.0941336971350614,0.01227830832196453,0.06821282401091405
307,3,0.014252775,0.8917059,3.7917912,0.03137789904502047,0.08867667121418826,0.010914051841746248,0.058663028649386086
308,4,0.014698056,0.9050114,1.0143813,0.015006821282401092,0.06412005457025921,0.005457025920873124,0.03819918144611187
309,5,0.014204947,0.99236035,2.374753,0.03819918144611187,0.09686221009549795,0.01637107776261937,0.07094133697135062
31,15,0.014202183,1.002257,1.1830112,0.03547066848567531,0.09004092769440655,0.013642564802182811,0.058663028649386086
310,6,0.0142302355,0.94933194,1.2918473,0.02592087312414734,0.07639836289222374,0.010914051841746248,0.0504774897680764
311,7,0.014200315,0.99856186,2.0764792,0.036834924965893585,0.09140518417462483,0.015006821282401092,0.06275579809004093
312,8,0.0150718,1.1123291,1.1683433,0.020463847203274217,0.08049113233287858,0.010914051841746248,0.054570259208731244
313,9,0.014215815,0.9978331,2.277573,0.03819918144611187,0.09549795361527967,0.017735334242837655,0.06684856753069578
