config,network,rmse,mape,VaR_1_0,VaR_10_0,VaR_0_1,VaR_5_0
25,9,0.014193639,0.99553996,0.03547066848567531,0.09140518417462483,0.01227830832196453,0.058663028649386086
121,9,0.014200941,0.9911838,0.036834924965893585,0.09140518417462483,0.013642564802182811,0.06002728512960437
400,16,0.014132949,0.92950815,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.058663028649386086
401,1,0.014174553,0.90204716,0.036834924965893585,0.08867667121418826,0.013642564802182811,0.06002728512960437
402,2,0.014381009,0.8996936,0.03547066848567531,0.08731241473396999,0.015006821282401092,0.06275579809004093
403,3,0.0143983085,0.8862689,0.03547066848567531,0.08867667121418826,0.013642564802182811,0.06684856753069578
331,11,0.014154613,0.9581497,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.0572987721691678
571,11,0.0141928205,0.9944656,0.03547066848567531,0.09140518417462483,0.01227830832196453,0.058663028649386086
100,4,0.015447486,0.6677879,0.03547066848567531,0.08867667121418826,0.010914051841746248,0.061391541609822645
101,5,0.014200413,1.0025192,0.03547066848567531,0.0927694406548431,0.013642564802182811,0.058663028649386086
522,10,0.0141299,0.9249268,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.06275579809004093
384,16,0.014120423,0.9308063,0.03547066848567531,0.08731241473396999,0.013642564802182811,0.058663028649386086
385,1,0.0141626205,0.92452633,0.03547066848567531,0.09004092769440655,0.010914051841746248,0.06002728512960437
811,11,0.014198352,0.99618274,0.03547066848567531,0.09004092769440655,0.013642564802182811,0.058663028649386086
102,6,0.01432078,0.931966,0.034106412005457026,0.09140518417462483,0.010914051841746248,0.06002728512960437
730,10,0.01411815,0.9261697,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.06002728512960437
916,4,0.014666178,0.905282,0.01637107776261937,0.06821282401091405,0.008185538881309686,0.045020463847203276
386,2,0.014537491,0.8755216,0.03547066848567531,0.09004092769440655,0.017735334242837655,0.06275579809004093
103,7,0.014187457,1.0077796,0.03547066848567531,0.09140518417462483,0.01227830832196453,0.058663028649386086
828,12,0.0141203385,0.93513554,0.03547066848567531,0.08867667121418826,0.013642564802182811,0.061391541609822645
795,11,0.014173847,0.9851106,0.036834924965893585,0.09140518417462483,0.01227830832196453,0.058663028649386086
155,11,0.014139387,0.94394785,0.036834924965893585,0.09004092769440655,0.013642564802182811,0.061391541609822645
640,16,0.014100891,0.9224379,0.034106412005457026,0.08731241473396999,0.01227830832196453,0.05593451568894952
555,11,0.014191927,0.9857428,0.03547066848567531,0.09140518417462483,0.013642564802182811,0.058663028649386086
917,5,0.014203656,1.0044159,0.03956343792633015,0.09686221009549795,0.017735334242837655,0.0723055934515689
172,12,0.01410702,0.9105208,0.034106412005457026,0.08594815825375171,0.010914051841746248,0.06002728512960437
299,11,0.014227965,1.0148782,0.04229195088676671,0.09959072305593451,0.020463847203274217,0.07639836289222374
315,11,0.014218208,1.013097,0.04229195088676671,0.09959072305593451,0.019099590723055934,0.07503410641200546
42,10,0.014113437,0.9202308,0.03547066848567531,0.08731241473396999,0.013642564802182811,0.061391541609822645
641,1,0.014134219,0.9411285,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.05593451568894952
474,10,0.01412489,0.91261387,0.03547066848567531,0.08867667121418826,0.013642564802182811,0.061391541609822645
387,3,0.01449493,0.8780031,0.034106412005457026,0.08867667121418826,0.013642564802182811,0.06684856753069578
104,8,0.015068876,0.9002544,0.036834924965893585,0.0927694406548431,0.017735334242837655,0.06684856753069578
829,13,0.014211552,0.99549973,0.03547066848567531,0.09140518417462483,0.013642564802182811,0.058663028649386086
642,2,0.014611997,0.8351568,0.036834924965893585,0.08867667121418826,0.013642564802182811,0.06412005457025921
918,6,0.014321902,1.0456849,0.03956343792633015,0.08867667121418826,0.015006821282401092,0.06412005457025921
3,3,0.0144703,0.9104253,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.06412005457025921
660,4,0.014489448,0.89861983,0.02592087312414734,0.07366984993178717,0.010914051841746248,0.0504774897680764
68,4,0.01853943,0.6483033,0.036834924965893585,0.08867667121418826,0.010914051841746248,0.06275579809004093
779,11,0.014121891,0.9389917,0.03547066848567531,0.08731241473396999,0.01227830832196453,0.058663028649386086
173,13,0.014202796,1.0002083,0.03547066848567531,0.09004092769440655,0.013642564802182811,0.058663028649386086
539,11,0.014175187,0.98795825,0.036834924965893585,0.09004092769440655,0.01227830832196453,0.06002728512960437
139,11,0.014118796,0.9382605,0.036834924965893585,0.08867667121418826,0.01227830832196453,0.058663028649386086
105,9,0.014191765,0.9950597,0.03547066848567531,0.09140518417462483,0.013642564802182811,0.058663028649386086
919,7,0.014205295,1.0062944,0.034106412005457026,0.09140518417462483,0.013642564802182811,0.058663028649386086
661,5,0.0142022725,1.0023446,0.036834924965893585,0.09004092769440655,0.01227830832196453,0.058663028649386086
83,3,0.014432088,0.90790087,0.034106412005457026,0.08867667121418826,0.013642564802182811,0.06684856753069578
643,3,0.014496505,0.90659434,0.03547066848567531,0.08867667121418826,0.013642564802182811,0.06412005457025921
680,8,0.015065806,0.93042576,0.034106412005457026,0.0927694406548431,0.015006821282401092,0.06275579809004093
606,14,0.014096399,0.96105313,0.0286493860845839,0.08049113233287858,0.010914051841746248,0.05184174624829468
747,11,0.014198302,1.0017767,0.03547066848567531,0.09140518417462483,0.013642564802182811,0.058663028649386086
90,10,0.014121228,0.93460786,0.03547066848567531,0.08867667121418826,0.01227830832196453,0.06002728512960437
54,6,0.0143436035,0.92421174,0.034106412005457026,0.09140518417462483,0.01227830832196453,0.06275579809004093
846,14,0.0141153885,0.97829986,0.036834924965893585,0.09004092769440655,0.01227830832196453,0.06002728512960437
