net,rep,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
1,9,0.7083658,0.00019292069,0.01856763925729443,0.03978779840848806,0.09018567639257294,0.13660477453580902
