net,rep,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
2,9,0.690028,0.0002008501,0.006631299734748011,0.01856763925729443,0.04774535809018567,0.08090185676392574
