method,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
HAR,0.6779996976428013,0.00019805850894860717,0.025198938992042442,0.050397877984084884,0.11007957559681697,0.1419098143236074
