net,rep,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
2,8,0.6920332,0.0002065766,0.010610079575596816,0.027851458885941646,0.06631299734748011,0.11140583554376658
