net,rep,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
2,6,0.8125527,0.0002185979,0.005305039787798408,0.01856763925729443,0.046419098143236075,0.07427055702917772
