intercept,daily,monthly,weekly
-0.9719655,0.37631646,0.1764352,0.35089102
-0.97294605,0.37693214,0.17910005,0.3455966
-0.98732424,0.3757031,0.2453142,0.2913503
-0.97496164,0.37525204,0.19044083,0.33993077
-0.9812533,0.37515897,0.21939793,0.31611338
-0.9872521,0.37553555,0.24632064,0.2928526
-0.97023916,0.37415084,0.17231841,0.3609536
-0.97091436,0.37418377,0.1760049,0.3588354
-0.96444863,0.37369663,0.14831448,0.38506478
-0.9670563,0.37406334,0.16035347,0.3751686
-0.9603213,0.37336713,0.13115135,0.40221462
-0.95207393,0.37282515,0.09513095,0.4350794
-0.9577042,0.37334707,0.1204016,0.41314846
-0.94567806,0.3727573,0.067063205,0.46041173
-0.9530729,0.37318206,0.10007571,0.43148905
-0.9457103,0.3735086,0.06613455,0.45931348
-0.9518914,0.37348542,0.09412235,0.43550277
-0.96414995,0.37444896,0.14803107,0.38693154
-0.9670807,0.37489158,0.16083911,0.37524146
-0.957846,0.37394154,0.12062689,0.41217884
-0.948119,0.3742779,0.07698047,0.44986677
-0.9559296,0.37460357,0.11236243,0.41974244
-0.9577507,0.37505478,0.12014035,0.41229677
-0.9760273,0.37754685,0.19953547,0.33895087
-0.97072756,0.37702858,0.1766161,0.36027208
-0.95121926,0.37609506,0.09042458,0.4371651
-0.96369094,0.37671137,0.14610913,0.38842925
-0.9654991,0.3769343,0.15405954,0.38126045
-0.97147405,0.37775534,0.17991629,0.35720697
-0.9721056,0.3779015,0.18263294,0.35464296
-0.9537846,0.37635395,0.10249372,0.42758998
-0.9657626,0.37721482,0.15542328,0.38032764
-0.97241956,0.37807742,0.18428634,0.3535872
-0.9598242,0.376664,0.12953879,0.40405646
-0.9626684,0.37694716,0.14199595,0.39273107
-0.9638193,0.37710258,0.14727622,0.38833338
-0.9612749,0.37682915,0.13629827,0.39858875
-0.95680636,0.3765847,0.11651512,0.41617075
-0.95948523,0.37688842,0.12826674,0.40551662
-0.9645947,0.37743545,0.15058237,0.38513047
-0.95955145,0.37696034,0.12844035,0.40515432
-0.9536908,0.3771618,0.101454,0.4273323
-0.9701598,0.3782329,0.17421773,0.36236694
-0.96866655,0.37810445,0.1676198,0.368267
-0.96326286,0.37785107,0.14347458,0.38935113
-0.96575546,0.3780606,0.15421024,0.3792925
-0.97687453,0.37899157,0.20311621,0.3352431
-0.979956,0.37946454,0.21641406,0.32280755
-0.98310155,0.37991777,0.23004262,0.31015715
-0.9705086,0.37832817,0.17579147,0.36101824
-0.95196754,0.37703934,0.09416697,0.43439007
-0.95562506,0.37738675,0.10987973,0.41958484
-0.97308016,0.37860656,0.18668345,0.35048053
-0.9594881,0.37817806,0.12554285,0.4031817
-0.968252,0.37835014,0.16445547,0.3688056
-0.97702664,0.3788837,0.2031029,0.33412114
-0.9709671,0.37827882,0.17657952,0.35825175
-0.98539275,0.37971193,0.23951092,0.30065796
-0.9797945,0.37899524,0.21548542,0.3233562
-0.97478133,0.37840548,0.19408445,0.34375077
-0.9765396,0.37866694,0.20189288,0.33682555
-0.9618289,0.37683678,0.13853636,0.3962525
-0.957442,0.37636778,0.119589664,0.41391605
-0.9671847,0.37759644,0.16197512,0.37488326
-0.9616369,0.37688413,0.1381039,0.39731553
-0.9513609,0.37587297,0.093179986,0.4382697
-0.9640209,0.37726775,0.14839517,0.3876839
-0.9570236,0.37645093,0.1181523,0.41586107
-0.9597287,0.37679827,0.12985194,0.40496874
-0.96784246,0.37787312,0.16491209,0.37227172
-0.9543902,0.37614083,0.106927656,0.42658624
-0.9501384,0.37577933,0.08824327,0.44344544
-0.95796263,0.37664795,0.122348525,0.4121663
-0.9543351,0.376372,0.106424406,0.4265603
-0.9731037,0.37879828,0.18755853,0.3509627
-0.9557737,0.376794,0.112386785,0.42053008
-0.951149,0.3771788,0.090944916,0.4378786
-0.97546875,0.3793257,0.19743304,0.3411228
-0.95408285,0.37936735,0.1004676,0.42334706
-0.9741472,0.3792923,0.19069827,0.3456177
-0.96684295,0.37933463,0.15718146,0.3733877
-0.97014314,0.37931687,0.17167357,0.36032644
-0.974984,0.3793189,0.19298008,0.3412117
-0.98416364,0.3797671,0.23365405,0.30513656
-0.9840665,0.37967342,0.23320147,0.30552313
-0.9887732,0.38013297,0.25392064,0.2868884
-0.9702442,0.37812057,0.17340429,0.3611447
-0.96708983,0.37763876,0.16017774,0.37417433
-0.9816499,0.37920564,0.22370629,0.31603998
-0.972558,0.37801677,0.18454137,0.35277727
-0.9565934,0.3768698,0.11404963,0.41579145
-0.9670969,0.37731883,0.16090664,0.37474105
-0.9621788,0.37674356,0.13959542,0.39451092
-0.95503664,0.37675822,0.10703055,0.4218203
-0.9653999,0.37710577,0.15304872,0.38116193
-0.9562975,0.3770967,0.111718036,0.4161206
-0.9724988,0.3776876,0.18375762,0.35263625
-0.97328377,0.37769854,0.18707928,0.3494435
-0.9714487,0.3774885,0.17927791,0.35693824
-0.9711477,0.37742037,0.1780534,0.3582154
-0.9630464,0.37664944,0.14309444,0.39085898
-0.97167224,0.37760693,0.18085453,0.35650152
-0.96240646,0.37665433,0.14062636,0.39365506
-0.96622705,0.37716648,0.15743466,0.37848255
-0.9789914,0.3790422,0.21262698,0.32704753
-0.9505297,0.37608975,0.08856625,0.44079462
-0.9568175,0.37645635,0.1164255,0.41603774
-0.9597535,0.37670505,0.1292626,0.40434757
-0.9675959,0.3775791,0.16340914,0.37297013
-0.9624934,0.37710813,0.14094205,0.39317632
-0.9652836,0.3773405,0.15330356,0.38219
-0.9694592,0.37784177,0.17154813,0.36553013
-0.97012424,0.37801784,0.17452328,0.36291614
-0.9562354,0.37649137,0.11407764,0.41850314
-0.9557142,0.37639993,0.11198018,0.4207202
-0.98163664,0.37983808,0.22411478,0.31635627
-0.95499736,0.37650394,0.10875025,0.42348242
-0.966421,0.37784883,0.15850826,0.37776464
-0.9729599,0.37877452,0.18682702,0.35145968
-0.95355767,0.3765961,0.10261539,0.4292965
-0.9700158,0.37846524,0.1741273,0.36331987
-0.97537595,0.37927738,0.19729328,0.34171268
-0.95923215,0.37718412,0.12766314,0.4068563
-0.9584649,0.37715453,0.124227546,0.40983924
-0.95587766,0.37689656,0.113030694,0.42023912
-0.9539064,0.37691417,0.10398217,0.42772874
-0.96572715,0.37806702,0.15543659,0.38044825
-0.969485,0.37858146,0.1716157,0.3652597
-0.97743607,0.37966403,0.20596938,0.33321476
-0.9610952,0.37781033,0.13497806,0.39871937
-0.98085785,0.38020474,0.22076711,0.31942075
-0.97132665,0.37891164,0.17978558,0.35799092
-0.9587102,0.3774677,0.12506352,0.4086329
-0.95221776,0.3784118,0.09395434,0.43215695
-0.959541,0.3784893,0.12637189,0.403369
-0.9649789,0.37920704,0.14921618,0.38094383
-0.9656993,0.38010603,0.15027818,0.37631375
-0.9979887,0.38148642,0.29346946,0.24949726
-0.97903585,0.37943363,0.21067134,0.3251164
-0.9855776,0.3797773,0.23973355,0.29944316
-0.96463823,0.37998772,0.14441499,0.37961587
-0.96824205,0.37822503,0.16316748,0.36787933
-0.97728586,0.37843737,0.20321839,0.3323415
-0.98897827,0.37937543,0.2544666,0.28590322
-1.0014973,0.38098654,0.30856884,0.235491
-0.9776527,0.3779881,0.20586868,0.33183187
-0.98406583,0.37899828,0.23409188,0.30636206
-0.9516858,0.37581414,0.09290998,0.43571377
-0.9478855,0.37956583,0.06955543,0.44496655
-0.97355044,0.37729245,0.18810186,0.3483082
-0.9795024,0.37783372,0.21387193,0.32442936
-0.9797724,0.37782627,0.21490614,0.32324606
