net,rep,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
2,5,0.6819822,0.00020819747,0.009283819628647215,0.027851458885941646,0.0623342175066313,0.10742705570291777
