net,rep,rhat_sigma,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
2,7,1.0181904,0.6698205,0.0001994751,0.022546419098143235,0.050397877984084884,0.11140583554376658,0.1419098143236074
