net,rep,rhat_sigma,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
4,4,1.1223583,0.6729742,0.00020044578,0.022546419098143235,0.05305039787798409,0.11140583554376658,0.1419098143236074
