net,rep,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
3,5,0.6907243,0.00019063779,0.001326259946949602,0.009283819628647215,0.03050397877984085,0.054376657824933686
