intercept,daily,monthly,weekly
-0.066262506,0.44180378,0.41823,0.12535009
-0.059655845,0.44223848,0.43344158,0.11011573
-0.059902646,0.42776513,0.40104207,0.15712845
-0.07623397,0.438898,0.42368317,0.12182822
-0.06801633,0.4288083,0.39317736,0.16312215
-0.08143006,0.4328843,0.370545,0.18060836
-0.084728755,0.43132344,0.38585895,0.16657378
-0.08474535,0.43699694,0.34925798,0.19754054
-0.09078632,0.4362422,0.35608628,0.1910189
-0.08463357,0.44762975,0.28609008,0.25029626
-0.095144294,0.43602,0.35686427,0.19008844
-0.08881446,0.44339442,0.31186295,0.22842722
-0.088138185,0.4457205,0.29508945,0.24297158
-0.09754743,0.43239895,0.37585554,0.17450269
-0.08507141,0.448245,0.28192568,0.25388366
-0.10044265,0.42788237,0.41081896,0.14373948
-0.08418802,0.44469085,0.3050228,0.23429322
-0.093611754,0.43841395,0.34356278,0.20115535
-0.08397202,0.44890013,0.27827966,0.2568889
-0.0982214,0.43272227,0.37790182,0.17203945
-0.091864064,0.43521303,0.3703124,0.17765622
-0.09144864,0.43836442,0.34468877,0.20026882
-0.09240855,0.43338647,0.37562847,0.17403622
-0.08511112,0.44384247,0.3093769,0.2305521
-0.09450523,0.43196478,0.38343084,0.16743353
-0.0953724,0.4377179,0.40179953,0.14320585
-0.08691585,0.43383345,0.3714972,0.17811
-0.09233795,0.43230405,0.38240942,0.16836828
-0.08687695,0.43495756,0.3635933,0.18485245
-0.09140376,0.4320281,0.38232467,0.16875999
-0.09376721,0.43571663,0.39771524,0.1494472
-0.08836927,0.43567115,0.36004043,0.18762879
-0.09108788,0.437555,0.34936428,0.19628313
-0.09286636,0.4311696,0.39330477,0.15850034
-0.0893847,0.43421465,0.3717537,0.17729548
-0.09277209,0.4358488,0.36060393,0.18662915
-0.0924297,0.4346324,0.3683257,0.18006238
-0.09377934,0.43190232,0.3969313,0.15406844
-0.08960875,0.4337632,0.37918985,0.17026587
-0.09222035,0.4334554,0.37558967,0.17399819
-0.091400586,0.43250665,0.39144257,0.15912874
-0.09693323,0.44798964,0.40884176,0.12556925
-0.082679465,0.4318686,0.379845,0.17200778
-0.08946743,0.43147558,0.40430555,0.14748901
-0.085380375,0.44453257,0.39664516,0.14221103
-0.08225399,0.43512377,0.41240096,0.13635734
-0.082449675,0.43274885,0.37574756,0.17522335
-0.08694295,0.42969504,0.39619312,0.1575342
-0.083597206,0.4338581,0.368257,0.18149225
-0.091954276,0.42969903,0.40052557,0.15285955
-0.09750599,0.44817013,0.398357,0.1358103
-0.087182984,0.43973517,0.4111032,0.13254404
-0.08092885,0.43175012,0.38423246,0.16789977
-0.08827505,0.4504125,0.42705226,0.105832756
-0.06776164,0.43628636,0.3962698,0.1524492
-0.0811375,0.4313035,0.4122425,0.14048375
-0.07793816,0.43972927,0.3958556,0.1484991
-0.0806572,0.4289267,0.39490578,0.16008839
-0.083804704,0.43168744,0.38345182,0.1685723
-0.0883276,0.43215737,0.38096875,0.17018954
-0.08804314,0.43695363,0.35165194,0.19476768
-0.09547528,0.43236762,0.38268796,0.16777559
-0.09099768,0.43517703,0.36612803,0.18184404
-0.09028123,0.44127455,0.32717982,0.21492395
-0.094395116,0.43577594,0.36171073,0.1854081
-0.0963035,0.43208557,0.3900592,0.16059382
-0.08714052,0.44273573,0.31773525,0.2231209
-0.0992771,0.43108726,0.39155832,0.15985882
-0.088286914,0.4398046,0.33610556,0.20750785
-0.09363407,0.43892044,0.34251714,0.20163481
-0.09476175,0.43565363,0.36290148,0.18433577
-0.096796885,0.4328416,0.3834347,0.16643877
-0.090385534,0.43899727,0.34166765,0.20260613
-0.09799638,0.43066582,0.3966813,0.15523829
-0.082979105,0.44748878,0.28815827,0.24830404
-0.10049542,0.4281838,0.41978568,0.13442738
-0.09397068,0.45449823,0.3844928,0.14350143
-0.08977624,0.42986885,0.3927245,0.16053012
-0.06979285,0.4518602,0.42402777,0.10924922
-0.07000126,0.43343776,0.40136918,0.1498542
-0.07023947,0.44930235,0.42890415,0.10697482
-0.06333361,0.44511086,0.41467562,0.12536065
-0.069730654,0.44403702,0.41816092,0.12297722
-0.06478331,0.42932343,0.40631914,0.14941958
-0.075314924,0.43639487,0.40745378,0.14081371
-0.07423651,0.42886847,0.39380628,0.16150907
-0.08851828,0.43833977,0.4128211,0.13233553
-0.07878886,0.4329947,0.3890545,0.16189751
-0.0892367,0.43337274,0.3724041,0.17756267
-0.08777733,0.43326482,0.37412506,0.17591897
-0.09625542,0.44021028,0.41486478,0.12755491
-0.08424429,0.43465075,0.36441094,0.18453996
-0.09536173,0.4298911,0.40157777,0.15140015
-0.0903221,0.44537377,0.39242765,0.14515677
-0.08639725,0.42933068,0.40142393,0.15280065
-0.09310238,0.44801754,0.40643835,0.12831636
-0.08162202,0.43023643,0.3877244,0.16586979
-0.085456595,0.43073454,0.39603227,0.15688273
-0.084400415,0.4322637,0.382515,0.16885051
-0.088034354,0.43102893,0.38978487,0.16259569
-0.08894569,0.43292627,0.38205776,0.1683369
-0.08844477,0.43783706,0.3465217,0.19903591
-0.093475245,0.43074718,0.3933127,0.1588952
-0.087750934,0.4371956,0.35101324,0.19520973
-0.08832576,0.44350308,0.31321573,0.22681221
-0.09863596,0.43158326,0.41228706,0.13866201
-0.08703122,0.4352529,0.37308845,0.17505683
-0.09513633,0.43040237,0.39973643,0.15271886
-0.0859833,0.43691602,0.35244623,0.19412005
-0.09447946,0.42942467,0.41111666,0.14234523
-0.085354626,0.4360261,0.35910243,0.1884107
-0.09465724,0.4342041,0.37042385,0.17829664
-0.08774944,0.4394148,0.33778748,0.20619002
-0.09854893,0.4289462,0.4118471,0.14178057
-0.087777,0.43625045,0.36364898,0.18345878
-0.08667223,0.4473374,0.28984123,0.24659011
-0.09619423,0.4302644,0.40416956,0.14828357
-0.086791515,0.4356184,0.36155078,0.1862153
-0.093332395,0.43624058,0.35815567,0.18862125
-0.09443517,0.4333574,0.394854,0.1546051
-0.0884573,0.43585005,0.35929498,0.18811496
-0.09157598,0.4389544,0.34169453,0.20252788
-0.09456873,0.43173227,0.3885525,0.1625174
-0.09201603,0.43329796,0.38472185,0.16498616
-0.09446649,0.4326175,0.39183733,0.15838334
-0.09474386,0.43915957,0.39559144,0.14791843
-0.08773267,0.4320065,0.38609195,0.16523671
-0.08877386,0.43185943,0.39058393,0.16081488
-0.08750974,0.43369117,0.3716015,0.1779989
-0.09501783,0.43800884,0.41045982,0.13424356
-0.08516208,0.43843502,0.34239706,0.20260854
-0.09669012,0.42950612,0.39994678,0.15321955
-0.08879205,0.43779135,0.38062152,0.1647566
-0.087369464,0.45144334,0.43361014,0.0983554
-0.074576914,0.4488271,0.39555338,0.1399415
-0.072581686,0.44616014,0.43842173,0.100205205
-0.05203675,0.4502009,0.4139285,0.12236953
-0.06954999,0.4255671,0.40682158,0.1523774
-0.07041957,0.44844994,0.41252947,0.12399672
-0.06496148,0.42724222,0.4074173,0.15046161
-0.062102687,0.44836727,0.43407488,0.10369042
-0.06985035,0.43892837,0.4066127,0.13895221
-0.07448746,0.43594235,0.41716003,0.13173787
-0.070282504,0.42848033,0.39476964,0.16122727
-0.08166436,0.43185225,0.37574244,0.17642336
-0.08395432,0.43054265,0.38978788,0.16327082
-0.084806584,0.4438463,0.309151,0.23084927
-0.098624036,0.43015566,0.41718936,0.1352171
-0.083999254,0.45681053,0.40692848,0.11981912
-0.083828114,0.42942125,0.39211258,0.16209218
-0.083016455,0.43195933,0.37987244,0.172
-0.08223069,0.43009034,0.39122945,0.1624765
-0.08340248,0.4338041,0.36715746,0.18279652
-0.096424475,0.4311596,0.40665728,0.14499168
-0.07858864,0.4521305,0.25843462,0.27381754
-0.102164686,0.4281795,0.40790153,0.1461964
-0.079800785,0.45085034,0.26642704,0.2670609
-0.10030279,0.43289265,0.37945417,0.17014055
-0.0938022,0.43533617,0.37107724,0.17656395
-0.08876405,0.44465828,0.30604583,0.23293483
-0.09794595,0.43006936,0.39969963,0.15282564
-0.08387458,0.44721532,0.2894074,0.247366
-0.09569343,0.43482822,0.36746225,0.18045014
-0.09584014,0.43267614,0.39576662,0.15433404
-0.08809911,0.43736306,0.3503569,0.19565499
-0.104108885,0.44055432,0.4213186,0.12007581
-0.08199891,0.44208655,0.31918818,0.2225258
-0.10227269,0.44703788,0.44174805,0.093345895
-0.07919592,0.4364353,0.350321,0.19709828
-0.09323474,0.4281512,0.42713085,0.12781978
-0.0798555,0.4510588,0.3848094,0.14787312
-0.08727944,0.43026963,0.388037,0.16495445
-0.09201072,0.4494167,0.40976462,0.12378092
-0.07478955,0.43634373,0.40523046,0.14279442
-0.08221209,0.4306175,0.38620713,0.16700992
-0.085316144,0.43432277,0.40488595,0.14435215
-0.082667865,0.44460836,0.404754,0.13433202
-0.080801114,0.42947203,0.3962027,0.15828696
-0.088929236,0.4375453,0.40495747,0.1407658
-0.079859994,0.43290028,0.39647198,0.15462661
-0.08538659,0.43502846,0.36092597,0.18755469
-0.09069584,0.4323791,0.3793203,0.1714545
-0.08627063,0.43973097,0.33458805,0.20919561
-0.09715514,0.430648,0.39326733,0.15877953
-0.09187553,0.43584305,0.36483642,0.1824381
-0.087760866,0.44564605,0.30021808,0.2378149
-0.09816887,0.43128023,0.38967332,0.16160375
-0.08649647,0.44440547,0.30736458,0.23194103
-0.099899754,0.43029165,0.3964942,0.15566576
-0.08876784,0.44067222,0.33129194,0.21148434
-0.09743546,0.43341962,0.37676454,0.17249319
-0.09084891,0.43801236,0.3478064,0.19739553
-0.09746542,0.43078145,0.39613467,0.155715
-0.09429989,0.4378652,0.3890029,0.1558964
-0.08961244,0.43655643,0.35487977,0.19179283
-0.09179537,0.43402433,0.37088162,0.178107
-0.09068681,0.43491665,0.36532277,0.18287839
-0.09292035,0.4316844,0.38823408,0.16303968
-0.09500142,0.43483195,0.3938201,0.15410689
-0.08965971,0.43417573,0.37084398,0.17814414
-0.092467785,0.43140966,0.3901679,0.16139825
-0.08833957,0.4344136,0.38819295,0.16064557
-0.08963044,0.43211895,0.3835844,0.16746542
-0.09049779,0.4351862,0.3639388,0.18399155
-0.09385991,0.43134555,0.39590245,0.15562277
-0.097433925,0.4473897,0.3983054,0.13661996
-0.08597994,0.43166456,0.39344677,0.15840492
-0.08781999,0.43281832,0.37838167,0.1720785
-0.08865581,0.43183064,0.38336676,0.16801833
-0.08807497,0.43485585,0.36433253,0.18404958
-0.089497924,0.4411416,0.3281763,0.214017
-0.105559886,0.45359135,0.4246921,0.10338267
-0.0817742,0.43398944,0.36657926,0.18312037
-0.094723925,0.43095288,0.4164588,0.1354455
-0.080832124,0.43471974,0.3635947,0.18541184
-0.09078262,0.43069196,0.3887137,0.1636324
-0.094919145,0.44058982,0.39603776,0.14606631
-0.08815487,0.43371972,0.3714512,0.17802988
-0.10157194,0.45229393,0.42563277,0.104154035
-0.08321589,0.43848538,0.34132382,0.20358607
-0.09397241,0.4284335,0.4036157,0.15086582
-0.08382555,0.4354418,0.3602403,0.18783137
-0.092531815,0.43375143,0.37211272,0.17707445
-0.10333338,0.4412548,0.40366754,0.13706121
-0.087524995,0.4338993,0.37288454,0.17650321
-0.101029694,0.44003567,0.41618222,0.12596507
-0.08219167,0.4340759,0.36960557,0.18001488
-0.09221222,0.43093556,0.412325,0.13977006
-0.08397205,0.43801647,0.34437314,0.20111182
-0.09607031,0.42963535,0.41983142,0.13329813
-0.08470158,0.43716353,0.37024406,0.1760979
-0.09461526,0.43211976,0.38299966,0.16768904
-0.089813076,0.4342435,0.37165207,0.1772704
-0.09268959,0.43117237,0.39726204,0.15449789
-0.08939147,0.4340251,0.38131824,0.16785786
-0.100452065,0.44250488,0.41084296,0.12880397
-0.084934555,0.4526833,0.40136772,0.1293675
-0.08113228,0.42903772,0.3975525,0.15728946
-0.08462761,0.44006076,0.39933404,0.14415626
-0.08060648,0.44718012,0.41517153,0.12150574
-0.07075715,0.449442,0.4140584,0.121327005
-0.077511564,0.42922196,0.39051354,0.16430977
-0.079224505,0.43330374,0.40479675,0.14606735
-0.07626941,0.43065614,0.3873669,0.16612972
-0.086122915,0.43334374,0.40736502,0.14290336
-0.08562885,0.43331718,0.3760575,0.17408158
-0.09214364,0.43120426,0.40547466,0.14637987
-0.085423276,0.43480176,0.36529166,0.18337892
-0.09504428,0.43135604,0.41287836,0.13859233
-0.08496495,0.43661442,0.35388932,0.19300972
-0.097339734,0.4295748,0.41600823,0.13708343
