net,rep,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
3,1,0.6876033,0.00019964583,0.002652519893899204,0.009283819628647215,0.022546419098143235,0.05570291777188329
