net,rep,rhat_sigma,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
4,5,2.1612737,0.6707943,0.00019802024,0.022546419098143235,0.054376657824933686,0.10477453580901856,0.14588859416445624
