net,rep,rhat_sigma,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
3,10,1.0914017,0.6699708,0.00019786674,0.021220159151193633,0.054376657824933686,0.10610079575596817,0.14588859416445624
