net,rep,rhat_sigma,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
1,6,1.0063739,0.66815203,0.00019607492,0.025198938992042442,0.054376657824933686,0.10875331564986737,0.14456233421750664
