net,rep,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
2,7,0.7353012,0.00021438481,0.005305039787798408,0.015915119363395226,0.04111405835543767,0.0636604774535809
