observed,target
0.007957559681697613,0.01
0.022546419098143235,0.02
0.033156498673740056,0.03
0.04376657824933687,0.04
0.05305039787798409,0.05
0.0649867374005305,0.06
0.07957559681697612,0.07
0.09814323607427056,0.08
0.10610079575596817,0.09
0.11803713527851459,0.1
0.13660477453580902,0.11
0.14721485411140584,0.12
0.16843501326259946,0.13
0.17771883289124668,0.14
0.1870026525198939,0.15
0.20424403183023873,0.16
0.21352785145888595,0.17
0.22413793103448276,0.18
0.24005305039787797,0.19
0.246684350132626,0.2
0.26525198938992045,0.21
0.2718832891246684,0.22
0.27984084880636606,0.23
0.2891246684350133,0.24
0.3063660477453581,0.25
0.3249336870026525,0.26
0.34084880636604775,0.27
0.356763925729443,0.28
0.363395225464191,0.29
0.3753315649867374,0.3
0.383289124668435,0.31
0.3925729442970822,0.32
0.40450928381962864,0.33
0.41644562334217505,0.34
0.4244031830238727,0.35
0.4323607427055703,0.36
0.4363395225464191,0.37
0.44297082228116713,0.38
0.44562334217506633,0.39
0.45225464190981435,0.4
0.4588859416445623,0.41
0.47214854111405835,0.42
0.48010610079575594,0.43
0.4880636604774536,0.44
0.4960212201591512,0.45
0.506631299734748,0.46
0.513262599469496,0.47
0.5225464190981433,0.48
0.5318302387267905,0.49
0.5397877984084881,0.5
0.5503978779840849,0.51
0.5570291777188329,0.52
0.5689655172413793,0.53
0.5795755968169761,0.54
0.583554376657825,0.55
0.5888594164456233,0.56
0.596816976127321,0.57
0.610079575596817,0.58
0.6220159151193634,0.59
0.629973474801061,0.6
0.6352785145888594,0.61
0.6419098143236074,0.62
0.649867374005305,0.63
0.6525198938992043,0.64
0.6604774535809018,0.65
0.6684350132625995,0.66
0.6830238726790451,0.67
0.6896551724137931,0.68
0.6976127320954907,0.69
0.7015915119363395,0.7
0.7082228116710876,0.71
0.7188328912466844,0.72
0.7307692307692307,0.73
0.7374005305039788,0.74
0.7427055702917772,0.75
0.7493368700265252,0.76
0.753315649867374,0.77
0.7639257294429708,0.78
0.773209549071618,0.79
0.7771883289124668,0.8
0.786472148541114,0.81
0.7957559681697612,0.82
0.7997347480106101,0.83
0.8023872679045093,0.84
0.8090185676392573,0.85
0.8156498673740054,0.86
0.8262599469496021,0.87
0.8315649867374005,0.88
0.8421750663129973,0.89
0.8594164456233422,0.9
0.8740053050397878,0.91
0.8846153846153846,0.92
0.8952254641909815,0.93
0.9098143236074271,0.94
0.9257294429708223,0.95
0.9350132625994695,0.96
0.9456233421750663,0.97
0.9562334217506632,0.98
0.9694960212201591,0.99
0.9986737400530504,1.0
