net,rep,rhat_sigma,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
2,10,1.1875458,0.6697342,0.00019645091,0.022546419098143235,0.05172413793103448,0.11007957559681697,0.14588859416445624
