observed,target
0.001326259946949602,0.01
0.002652519893899204,0.02
0.005305039787798408,0.03
0.007957559681697613,0.04
0.011936339522546418,0.05
0.015915119363395226,0.06
0.01989389920424403,0.07
0.03050397877984085,0.08
0.03580901856763926,0.09
0.03978779840848806,0.1
0.04774535809018567,0.11
0.05702917771883289,0.12
0.0623342175066313,0.13
0.0649867374005305,0.14
0.07294429708222812,0.15
0.07957559681697612,0.16
0.09814323607427056,0.17
0.11671087533156499,0.18
0.1286472148541114,0.19
0.1419098143236074,0.2
0.15384615384615385,0.21
0.16976127320954906,0.22
0.18037135278514588,0.23
0.1843501326259947,0.24
0.1962864721485411,0.25
0.21087533156498675,0.26
0.22148541114058357,0.27
0.23607427055702918,0.28
0.253315649867374,0.29
0.27453580901856767,0.3
0.2891246684350133,0.31
0.3063660477453581,0.32
0.32360742705570295,0.33
0.3421750663129973,0.34
0.3541114058355438,0.35
0.3660477453580902,0.36
0.3779840848806366,0.37
0.38992042440318303,0.38
0.3952254641909814,0.39
0.40716180371352784,0.4
0.4124668435013263,0.41
0.4230769230769231,0.42
0.4336870026525199,0.43
0.4509283819628647,0.44
0.46419098143236076,0.45
0.46949602122015915,0.46
0.48143236074270557,0.47
0.4920424403183024,0.48
0.5013262599469496,0.49
0.5119363395225465,0.5
0.5238726790450928,0.51
0.5358090185676393,0.52
0.5477453580901857,0.53
0.5583554376657824,0.54
0.5689655172413793,0.55
0.5809018567639257,0.56
0.5888594164456233,0.57
0.6021220159151194,0.58
0.6114058355437666,0.59
0.623342175066313,0.6
0.636604774535809,0.61
0.649867374005305,0.62
0.6604774535809018,0.63
0.6657824933687002,0.64
0.6790450928381963,0.65
0.6962864721485411,0.66
0.7068965517241379,0.67
0.7148541114058355,0.68
0.7254641909814323,0.69
0.7294429708222812,0.7
0.7480106100795756,0.71
0.753315649867374,0.72
0.7639257294429708,0.73
0.7718832891246684,0.74
0.7851458885941645,0.75
0.7904509283819628,0.76
0.7957559681697612,0.77
0.8063660477453581,0.78
0.8116710875331565,0.79
0.8169761273209549,0.8
0.8275862068965517,0.81
0.8381962864721485,0.82
0.850132625994695,0.83
0.8580901856763926,0.84
0.8726790450928382,0.85
0.8793103448275862,0.86
0.8872679045092838,0.87
0.8978779840848806,0.88
0.9071618037135278,0.89
0.916445623342175,0.9
0.9297082228116711,0.91
0.9403183023872679,0.92
0.9456233421750663,0.93
0.9509283819628647,0.94
0.9588859416445623,0.95
0.9681697612732095,0.96
0.9748010610079576,0.97
0.9814323607427056,0.98
0.9907161803713528,0.99
1.0,1.0
