net,rep,rhat_sigma,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
3,4,2.8218327,0.6701414,0.0001947485,0.022546419098143235,0.05172413793103448,0.11007957559681697,0.14456233421750664
