net,rep,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
2,1,0.6944178,0.00021562444,0.006631299734748011,0.015915119363395226,0.042440318302387266,0.07824933687002653
