net,rep,rhat_sigma,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
2,5,1.6827178,0.6747989,0.00020785719,0.022546419098143235,0.05172413793103448,0.10875331564986737,0.14323607427055704
