net,rep,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
3,7,0.6770293,0.00019709642,0.001326259946949602,0.005305039787798408,0.01989389920424403,0.04111405835543767
