net,rep,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
2,10,0.7404844,0.00021124503,0.014588859416445624,0.03580901856763926,0.07824933687002653,0.1246684350132626
