net,rep,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
4,4,0.8311949,0.00025079236,0.001326259946949602,0.002652519893899204,0.005305039787798408,0.011936339522546418
