net,rep,rhat_sigma,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
3,9,1.1323458,0.6696597,0.00019927026,0.022546419098143235,0.054376657824933686,0.11007957559681697,0.14323607427055704
