net,rep,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
4,9,0.72866744,0.00018402144,0.001326259946949602,0.002652519893899204,0.006631299734748011,0.026525198938992044
