observed,target
0.0,0.01
0.003978779840848806,0.02
0.013262599469496022,0.03
0.025198938992042442,0.04
0.03183023872679045,0.05
0.04774535809018567,0.06
0.06763925729442971,0.07
0.08753315649867374,0.08
0.09814323607427056,0.09
0.10477453580901856,0.1
0.11671087533156499,0.11
0.1312997347480106,0.12
0.14058355437665782,0.13
0.15517241379310345,0.14
0.16976127320954906,0.15
0.18037135278514588,0.16
0.1883289124668435,0.17
0.20159151193633953,0.18
0.21352785145888595,0.19
0.22546419098143236,0.2
0.24005305039787797,0.21
0.2519893899204244,0.22
0.26657824933687,0.23
0.27984084880636606,0.24
0.29442970822281167,0.25
0.3090185676392573,0.26
0.3169761273209549,0.27
0.32625994694960214,0.28
0.3448275862068966,0.29
0.3660477453580902,0.3
0.3740053050397878,0.31
0.3806366047745358,0.32
0.38992042440318303,0.33
0.39655172413793105,0.34
0.4124668435013263,0.35
0.4217506631299735,0.36
0.4389920424403183,0.37
0.44562334217506633,0.38
0.4535809018567639,0.39
0.46949602122015915,0.4
0.473474801061008,0.41
0.48010610079575594,0.42
0.48938992042440316,0.43
0.4946949602122016,0.44
0.5026525198938993,0.45
0.5079575596816976,0.46
0.5238726790450928,0.47
0.5384615384615384,0.48
0.5450928381962865,0.49
0.5570291777188329,0.5
0.5676392572944297,0.51
0.5782493368700266,0.52
0.5875331564986738,0.53
0.5915119363395226,0.54
0.6021220159151194,0.55
0.6140583554376657,0.56
0.616710875331565,0.57
0.6193633952254642,0.58
0.6286472148541115,0.59
0.6379310344827587,0.6
0.6445623342175066,0.61
0.6485411140583555,0.62
0.6538461538461539,0.63
0.669761273209549,0.64
0.6750663129973474,0.65
0.6830238726790451,0.66
0.6976127320954907,0.67
0.7108753315649867,0.68
0.7201591511936339,0.69
0.7254641909814323,0.7
0.7347480106100795,0.71
0.7387267904509284,0.72
0.746684350132626,0.73
0.7546419098143236,0.74
0.7612732095490716,0.75
0.7705570291777188,0.76
0.7771883289124668,0.77
0.7838196286472149,0.78
0.7957559681697612,0.79
0.8103448275862069,0.8
0.8156498673740054,0.81
0.8196286472148541,0.82
0.8275862068965517,0.83
0.8355437665782494,0.84
0.843501326259947,0.85
0.8541114058355438,0.86
0.8647214854111406,0.87
0.8687002652519894,0.88
0.8713527851458885,0.89
0.8859416445623343,0.9
0.8978779840848806,0.91
0.9084880636604774,0.92
0.9177718832891246,0.93
0.9297082228116711,0.94
0.9363395225464191,0.95
0.9522546419098143,0.96
0.9602122015915119,0.97
0.9721485411140584,0.98
0.9946949602122016,0.99
1.0,1.0
