net,rep,rhat_sigma,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
1,9,1.424417,0.6702405,0.000193239,0.025198938992042442,0.050397877984084884,0.10875331564986737,0.14456233421750664
