net,rep,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
3,8,0.6815104,0.00018775486,0.002652519893899204,0.003978779840848806,0.017241379310344827,0.038461538461538464
