net,rep,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
3,6,0.696655,0.0002062209,0.002652519893899204,0.011936339522546418,0.027851458885941646,0.05172413793103448
