net,rep,rhat_sigma,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
3,5,1.351836,0.6715765,0.0001974624,0.023872679045092837,0.05305039787798409,0.10875331564986737,0.1419098143236074
