observed,target
0.009283819628647215,0.01
0.021220159151193633,0.02
0.03050397877984085,0.03
0.04907161803713528,0.04
0.054376657824933686,0.05
0.0649867374005305,0.06
0.07427055702917772,0.07
0.09416445623342175,0.08
0.11007957559681697,0.09
0.11538461538461539,0.1
0.1312997347480106,0.11
0.14456233421750664,0.12
0.15782493368700265,0.13
0.16843501326259946,0.14
0.1870026525198939,0.15
0.2002652519893899,0.16
0.21220159151193635,0.17
0.23076923076923078,0.18
0.23607427055702918,0.19
0.2506631299734748,0.2
0.25596816976127323,0.21
0.2692307692307692,0.22
0.28249336870026526,0.23
0.29442970822281167,0.24
0.3090185676392573,0.25
0.32891246684350134,0.26
0.33819628647214856,0.27
0.35145888594164454,0.28
0.3647214854111406,0.29
0.3687002652519894,0.3
0.3806366047745358,0.31
0.3925729442970822,0.32
0.4005305039787798,0.33
0.4124668435013263,0.34
0.4177718832891247,0.35
0.4336870026525199,0.36
0.4416445623342175,0.37
0.4469496021220159,0.38
0.4535809018567639,0.39
0.45755968169761274,0.4
0.47214854111405835,0.41
0.47877984084880637,0.42
0.48408488063660476,0.43
0.493368700265252,0.44
0.5,0.45
0.5039787798408488,0.46
0.5145888594164456,0.47
0.519893899204244,0.48
0.5278514588859416,0.49
0.5397877984084881,0.5
0.5477453580901857,0.51
0.5583554376657824,0.52
0.5663129973474801,0.53
0.5809018567639257,0.54
0.5822281167108754,0.55
0.5915119363395226,0.56
0.5954907161803713,0.57
0.6007957559681698,0.58
0.610079575596817,0.59
0.6140583554376657,0.6
0.6180371352785146,0.61
0.6312997347480106,0.62
0.6379310344827587,0.63
0.6458885941644562,0.64
0.6551724137931034,0.65
0.6631299734748011,0.66
0.6750663129973474,0.67
0.6896551724137931,0.68
0.6976127320954907,0.69
0.7082228116710876,0.7
0.7161803713527851,0.71
0.726790450928382,0.72
0.7374005305039788,0.73
0.7440318302387268,0.74
0.746684350132626,0.75
0.7493368700265252,0.76
0.7599469496021221,0.77
0.76657824933687,0.78
0.773209549071618,0.79
0.7811671087533156,0.8
0.7877984084880637,0.81
0.7970822281167109,0.82
0.8037135278514589,0.83
0.8103448275862069,0.84
0.8209549071618037,0.85
0.8289124668435013,0.86
0.8315649867374005,0.87
0.8408488063660478,0.88
0.8514588859416445,0.89
0.863395225464191,0.9
0.876657824933687,0.91
0.8885941644562334,0.92
0.896551724137931,0.93
0.9137931034482759,0.94
0.9297082228116711,0.95
0.9363395225464191,0.96
0.9496021220159151,0.97
0.9575596816976127,0.98
0.9708222811671088,0.99
0.9986737400530504,1.0
