observed,target
0.011936339522546418,0.01
0.023872679045092837,0.02
0.04111405835543767,0.03
0.054376657824933686,0.04
0.0623342175066313,0.05
0.07559681697612732,0.06
0.09151193633952255,0.07
0.10344827586206896,0.08
0.11538461538461539,0.09
0.1286472148541114,0.1
0.14456233421750664,0.11
0.15782493368700265,0.12
0.1724137931034483,0.13
0.1909814323607427,0.14
0.2002652519893899,0.15
0.21618037135278514,0.16
0.22679045092838196,0.17
0.23607427055702918,0.18
0.2493368700265252,0.19
0.25862068965517243,0.2
0.2718832891246684,0.21
0.2864721485411141,0.22
0.2984084880636605,0.23
0.3156498673740053,0.24
0.33421750663129973,0.25
0.3448275862068966,0.26
0.356763925729443,0.27
0.3647214854111406,0.28
0.3713527851458886,0.29
0.38461538461538464,0.3
0.3978779840848806,0.31
0.40185676392572944,0.32
0.4124668435013263,0.33
0.4244031830238727,0.34
0.43103448275862066,0.35
0.4469496021220159,0.36
0.45755968169761274,0.37
0.46153846153846156,0.38
0.46684350132625996,0.39
0.4708222811671088,0.4
0.47877984084880637,0.41
0.48408488063660476,0.42
0.4907161803713528,0.43
0.4986737400530504,0.44
0.5092838196286472,0.45
0.5159151193633952,0.46
0.5278514588859416,0.47
0.53315649867374,0.48
0.5397877984084881,0.49
0.5490716180371353,0.5
0.5557029177718833,0.51
0.5610079575596817,0.52
0.5663129973474801,0.53
0.5915119363395226,0.54
0.6047745358090185,0.55
0.6087533156498673,0.56
0.6180371352785146,0.57
0.6286472148541115,0.58
0.6352785145888594,0.59
0.6419098143236074,0.6
0.6485411140583555,0.61
0.6551724137931034,0.62
0.6631299734748011,0.63
0.6657824933687002,0.64
0.6777188328912467,0.65
0.6830238726790451,0.66
0.6923076923076923,0.67
0.7002652519893899,0.68
0.7108753315649867,0.69
0.7148541114058355,0.7
0.7214854111405835,0.71
0.7307692307692307,0.72
0.7347480106100795,0.73
0.7400530503978779,0.74
0.7493368700265252,0.75
0.7612732095490716,0.76
0.7679045092838196,0.77
0.7771883289124668,0.78
0.7811671087533156,0.79
0.7877984084880637,0.8
0.7944297082228117,0.81
0.7984084880636605,0.82
0.8023872679045093,0.83
0.8129973474801061,0.84
0.8209549071618037,0.85
0.8315649867374005,0.86
0.8408488063660478,0.87
0.8461538461538461,0.88
0.8554376657824934,0.89
0.863395225464191,0.9
0.870026525198939,0.91
0.883289124668435,0.92
0.9005305039787799,0.93
0.9151193633952255,0.94
0.9217506631299734,0.95
0.9350132625994695,0.96
0.9456233421750663,0.97
0.9549071618037135,0.98
0.9708222811671088,0.99
0.9986737400530504,1.0
