net,rep,rmse_log,rmse_level,VaR_0_1,VaR_1_0,VaR_5_0,VaR_10_0
3,2,0.7755468,0.0002261337,0.001326259946949602,0.002652519893899204,0.002652519893899204,0.010610079575596816
